drug	genes	question	answer	incorrect_recommendations	concurring_recommendation	llm_answer	bert_score_precision_llm_vs_ref	bert_score_recall_llm_vs_ref	bert_score_f1_llm_vs_ref	bert_score_precision_llm_vs_concurring	bert_score_recall_llm_vs_concurring	bert_score_f1_llm_vs_concurring	bert_score_precision_llm_vs_discordant	bert_score_recall_llm_vs_discordant	bert_score_f1_llm_vs_discordant	oai_embedding_llm_vs_ref	oai_embedding_llm_vs_concurring	oai_embedding_llm_vs_discordant	negation_mpnet_llm_vs_ref	negation_mpnet_llm_vs_concurring	negation_mpnet_llm_vs_discordant	base_mpnet_llm_vs_ref	base_mpnet_llm_vs_concurring	base_mpnet_llm_vs_discordant	roberta_llm_vs_ref	roberta_llm_vs_concurring	roberta_llm_vs_discordant	gte_llm_vs_ref	gte_llm_vs_concurring	gte_llm_vs_discordant	gpt4_llm_vs_ref
rasburicase	G6PD	What would be the clinical guidance for someone who is Indeterminate for G6PD with regards to taking rasburicase? Give a 2-3 sentence summary.	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	['Avoid rasburicase. Take an alternate therapy.', 'Take rasburicase with a reduced dose.', 'Take rasburicase with an increased dose.']	Proceed taking rasburicase as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals with an indeterminate G6PD status should be treated as if they have G6PD deficiency, and rasburicase should be used with caution or avoided due to the risk of hemolysis. Close monitoring of hemolysis and methemoglobinemia is recommended, and alternative medications should be considered if possible. In some cases, a G6PD activity assay may be necessary to confirm the deficiency status.	0.13346298	0.3685824	0.24334197	-0.060014933	0.30728123	0.09967148	tensor(-0.0690)	tensor(0.4584)	tensor(0.1453)	0.7285519433113276	0.536003339994735	0.3553725166493302	0.5771262	0.6241594	0.3348372	0.6914948	0.61628556	0.3250966	0.7349738	0.51781464	0.30013254	0.6222624	0.4874351	0.4022239	0
rasburicase	G6PD	What would be the clinical guidance for someone who is Deficient with CNSHA for G6PD with regards to taking rasburicase? Give a 2-3 sentence summary.	Avoid use	['Proceed taking rasburicase as normal. There is no recommendation.', 'Take rasburicase with a reduced dose.', 'Take rasburicase with an increased dose.']	Avoid rasburicase. Take an alternate therapy.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals with glucose-6-phosphate dehydrogenase (G6PD) deficiency, specifically those with Class I or II deficiency (including those with Class III deficiency with a history of hemolytic anemia, designated as CNSHA), should not receive rasburicase due to the increased risk of severe hemolytic anemia and methemoglobinemia. Alternative treatments for hyperuricemia should be considered, and patients should be closely monitored for signs of hemolysis.	-0.321918	0.060945734	-0.16322832	-0.16615665	0.40086585	0.056396395	tensor(-0.1681)	tensor(0.3415)	tensor(0.0192)	0.2392448118043484	0.6050896728340643	0.2839277760305201	0.3133109	0.51322	0.37148455	0.1631426	0.58777624	0.24142145	0.088135086	0.57823575	0.19576238	0.35492718	0.57563657	0.514625	1
rasburicase	G6PD	What would be the clinical guidance for someone who is Normal for G6PD with regards to taking rasburicase? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status	['Avoid rasburicase. Take an alternate therapy.', 'Take rasburicase with a reduced dose.', 'Take rasburicase with an increased dose.']	Proceed taking rasburicase as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals who are normal for glucose-6-phosphate dehydrogenase (G6PD) activity can receive rasburicase without any specific precautions or dose adjustments. Rasburicase is not expected to exacerbate G6PD deficiency, and the risk of hemolytic anemia is low in individuals with normal G6PD activity. Therefore, no special monitoring or contraindications are recommended for G6PD-normal individuals taking rasburicase.	-0.06506031	0.17752685	0.046780035	-0.042011194	0.31216753	0.113165	tensor(-0.1015)	tensor(0.3104)	tensor(0.0665)	0.6352464303457848	0.6565860139609612	0.37730619282423905	0.5188531	0.65828365	0.3315364	0.42114073	0.7111159	0.21088675	0.40471533	0.6244811	0.08789234	0.57035923	0.58694845	0.37661874	1
ribostamycin	MT-RNR1	What would be the clinical guidance for someone who is increased risk of aminoglycoside-induced hearing loss for MT-RNR1 with regards to taking ribostamycin? Give a 2-3 sentence summary.	Avoid aminoglycoside anitbiotics unless the high risk of permanent hearing loss is outweighed by the severity of infection and lack of safe or effective alternative therapies.	['Proceed taking ribostamycin as normal. There is no recommendation.', 'Take ribostamycin with a reduced dose.', 'Take ribostamycin with an increased dose.']	Avoid ribostamycin. Take an alternate therapy.	Based on the available evidence, individuals with the mitochondrial mt-RNR1 mutation (1555A>G or 1494C>T) are at increased risk of aminoglycoside-induced hearing loss. Since ribostamycin is an aminoglycoside antibiotic, clinical guidance suggests that these individuals should avoid or use ribostamycin with caution, considering alternative antibiotic options whenever possible. If ribostamycin is deemed necessary, close monitoring of auditory function and regular hearing tests are recommended to detect any potential hearing loss early.	0.05001977	0.15779784	0.10422297	-0.05576534	0.35823083	0.12073224	tensor(-0.0514)	tensor(0.2905)	tensor(0.0757)	0.6298733349428544	0.588737738953077	0.42998007778263236	0.6741146	0.56256366	0.5759598	0.68405485	0.5735024	0.51095366	0.71455044	0.5761025	0.48602897	0.62655675	0.66074264	0.5290406	0
ribostamycin	MT-RNR1	What would be the clinical guidance for someone who is normal risk of aminoglycoside-induced hearing loss for MT-RNR1 with regards to taking ribostamycin? Give a 2-3 sentence summary.	Use aminoglycoside antibiotics at standard doses for the shortest feasible course with therapeutic dose monitoring. Evaluate regularly for hearing loss in line with local guidance.	['Avoid ribostamycin. Take an alternate therapy.', 'Take ribostamycin with a reduced dose.', 'Take ribostamycin with an increased dose.']	Proceed taking ribostamycin as normal. There is no recommendation.	According to current clinical guidelines, individuals with a normal risk of aminoglycoside-induced hearing loss (i.e., those without the m.1555A>G or m.1494C>T variants in the MT-RNR1 gene) can be treated with ribostamycin without specific precautions or dose adjustments. This is because ribostamycin is considered to have a lower risk of ototoxicity compared to other aminoglycosides, and the risk of hearing loss in individuals without the high-risk MT-RNR1 variants is already low. However, it is still important to closely monitor patients for signs of ototoxicity, such as hearing loss or tinnitus, during and after treatment with ribostamycin.	-0.07987324	0.18333718	0.040070485	-0.16142406	0.20138961	-0.0053365473	tensor(-0.1655)	tensor(0.3213)	tensor(0.0228)	0.6273737826034755	0.5926729743944044	0.4588290853702596	0.5810368	0.6272555	0.5580528	0.6629414	0.61829376	0.5625482	0.68066967	0.53078306	0.54661757	0.5658592	0.5454254	0.55963165	0
ribostamycin	MT-RNR1	What would be the clinical guidance for someone who is uncertain risk of aminoglycoside-induced hearing loss for MT-RNR1 with regards to taking ribostamycin? Give a 2-3 sentence summary.	Use aminoglycoside antibiotics at standard doses for the shortest feasible course with therapeutic dose monitoring. Evaluate regularly for hearing loss in line with local guidance.	['Avoid ribostamycin. Take an alternate therapy.', 'Take ribostamycin with a reduced dose.', 'Take ribostamycin with an increased dose.']	Proceed taking ribostamycin as normal. There is no recommendation.	Based on current evidence, individuals with the m.1555A>G or m.1494C>T variants in the MT-RNR1 gene are at increased risk of aminoglycoside-induced hearing loss. Although ribostamycin is considered to be less ototoxic than other aminoglycosides, caution is still warranted in individuals with uncertain risk of aminoglycoside-induced hearing loss due to MT-RNR1 variants. Clinical guidance suggests considering alternative antibiotics or closely monitoring for ototoxicity if ribostamycin is deemed necessary, especially in patients with a history of hearing loss or other risk factors.	-0.04604366	0.14849839	0.04611972	-0.1367945	0.2674121	0.03436772	tensor(-0.1449)	tensor(0.3617)	tensor(0.0599)	0.547058251692715	0.4921620853065341	0.4588290853702596	0.4654393	0.4198008	0.5580528	0.63707787	0.53308374	0.5625482	0.6661085	0.47278902	0.54661757	0.4749041	0.4893299	0.55963165	0
rosuvastatin	ABCG2;SLCO1B1	What would be the clinical guidance for someone who is Normal Function for ABCG2 and Increased Function for SLCO1B1 with regards to taking rosuvastatin? Give a 2-3 sentence summary.	Prescribe desired starting dose and adjust doses of rosuvastatin based on disease-specific and specific population guidelines.	['Avoid rosuvastatin. Take an alternate therapy.', 'Take rosuvastatin with a reduced dose.', 'Take rosuvastatin with an increased dose.']	Proceed taking rosuvastatin as normal. There is no recommendation.	Based on pharmacogenomic data, an individual with Normal Function for ABCG2 and Increased Function for SLCO1B1 may have a reduced risk of rosuvastatin-induced myotoxicity due to enhanced hepatic uptake of the medication. However, the increased function of SLCO1B1 may also lead to increased statin exposure, potentially increasing the risk of adverse effects. Clinical guidance suggests that standard dosing of rosuvastatin can be initiated, with close monitoring of muscle-related adverse effects and adjustments made as needed.	0.012432227	0.25668642	0.1254667	-0.06919041	0.24952683	0.07231799	tensor(-0.0754)	tensor(0.3502)	tensor(0.0954)	0.5151882708325305	0.5227271133576256	0.6384760880715512	0.46773514	0.44071898	0.57925487	0.65628284	0.63313144	0.6854539	0.5355981	0.49877945	0.56083727	0.65493464	0.5896281	0.7288876	1
rosuvastatin	ABCG2;SLCO1B1	What would be the clinical guidance for someone who is Normal Function for ABCG2 and Decreased Function for SLCO1B1 with regards to taking rosuvastatin? Give a 2-3 sentence summary.	Prescribe desired starting dose and adjust doses of rosuvastatin based on disease-specific and specific population guidelines. Prescriber should be aware of possible increased risk for myopathy especially for doses >20mg.	['Avoid rosuvastatin. Take an alternate therapy.', 'Take rosuvastatin with a reduced dose.', 'Take rosuvastatin with an increased dose.']	Proceed taking rosuvastatin as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals with normal function of ABCG2 and decreased function of SLCO1B1 may require a reduced dose of rosuvastatin due to increased risk of myotoxicity. This is because SLCO1B1 decreased function is associated with increased rosuvastatin exposure, and ABCG2 normal function does not compensate for this increased exposure. Therefore, clinicians may consider initiating therapy with a lower dose of rosuvastatin and monitoring for adverse effects in these individuals.	0.07638442	0.2163389	0.14508617	-0.08037644	0.2403057	0.06171714	tensor(-0.0712)	tensor(0.4476)	tensor(0.1402)	0.6244588986090569	0.5197271695782056	0.6818171917651367	0.60381037	0.53036374	0.59519106	0.58520764	0.62328774	0.6004795	0.5471038	0.45790392	0.52457887	0.5920393	0.5604629	0.62280756	0
rosuvastatin	ABCG2;SLCO1B1	What would be the clinical guidance for someone who is Decreased Function for ABCG2 and Normal Function for SLCO1B1 with regards to taking rosuvastatin? Give a 2-3 sentence summary.	Prescribe desired starting dose and adjust doses of rosuvastatin based on disease-specific and specific population guidelines.	['Avoid rosuvastatin. Take an alternate therapy.', 'Take rosuvastatin with a reduced dose.', 'Take rosuvastatin with an increased dose.']	Proceed taking rosuvastatin as normal. There is no recommendation.	Based on the pharmacogenomic profile, individuals with Decreased Function for ABCG2 and Normal Function for SLCO1B1 may require a reduced starting dose of rosuvastatin due to increased risk of myotoxicity. The decreased ABCG2 function may lead to increased rosuvastatin plasma concentrations, increasing the risk of muscle toxicity. Close monitoring of muscle enzymes andAdjusting the dose accordingly is recommended to minimize this risk.	0.048590373	0.2567759	0.14683838	-0.041841354	0.23747748	0.08480268	tensor(-0.0367)	tensor(0.4084)	tensor(0.1503)	0.550535703704268	0.4925110300417179	0.6384760880715512	0.50165814	0.50397766	0.57925487	0.5508379	0.58168185	0.6854539	0.55039966	0.49111843	0.56083727	0.6221502	0.56767094	0.7288876	0
rosuvastatin	ABCG2;SLCO1B1	What would be the clinical guidance for someone who is Decreased Function for ABCG2 and No Result for SLCO1B1 with regards to taking rosuvastatin? Give a 2-3 sentence summary.	Based on ABCG2 status, prescribe desired starting dose and adjust doses of rosuvastatin based on disease-specific guidelines and specific population guidelines. SLCO1B1 genotype result is not available.	['Avoid rosuvastatin. Take an alternate therapy.', 'Take rosuvastatin with a reduced dose.', 'Take rosuvastatin with an increased dose.']	Proceed taking rosuvastatin as normal. There is no recommendation.	Based on the pharmacogenomic results, individuals with decreased function of ABCG2 may have increased rosuvastatin plasma concentrations, which may increase the risk of myotoxicity. However, the absence of SLCO1B1 result does not provide additional guidance for rosuvastatin therapy. As a result, clinicians may consider monitoring creatine kinase levels and adjusting the rosuvastatin dose accordingly to minimize the risk of myotoxicity in these individuals.	0.21825764	0.35923475	0.28737816	0.0026888228	0.24002287	0.112837516	tensor(-0.0067)	tensor(0.3028)	tensor(0.1321)	0.75791435251136	0.4813391093544712	0.6080700901263998	0.6905308	0.5483494	0.5556931	0.73606056	0.5345171	0.67374545	0.62664264	0.42101184	0.5022805	0.67655045	0.5080663	0.5781394	0
sertraline	CYP2B6;CYP2C19	What would be the clinical guidance for someone who is No Result for CYP2B6 and Indeterminate for CYP2C19 with regards to taking sertraline? Give a 2-3 sentence summary.	No recommendation	['Avoid sertraline. Take an alternate therapy.', 'Take sertraline with a reduced dose.', 'Take sertraline with an increased dose.']	Proceed taking sertraline as normal. There is no recommendation.	"Based on the pharmacogenomic results, the clinical guidance for an individual with a ""No Result"" for CYP2B6 and ""Indeterminate"" for CYP2C19 who is considering taking sertraline is as follows: No specific dosage adjustment is recommended for CYP2B6, as it is not a primary metabolizer of sertraline. However, due to the indeterminate CYP2C19 result, it is recommended to initiate therapy with a lower dose of sertraline (e.g., 25-50 mg/day) and titrate slowly to minimize the risk of adverse effects, as CYP2C19 is a secondary metabolizer of sertraline. Close monitoring of response and adverse effects is advised."	-0.3520758	0.05049895	-0.18809442	-0.10525048	0.29235137	0.064362094	tensor(-0.1155)	tensor(0.4490)	tensor(0.0980)	0.26628417324328435	0.6192083291277076	0.2593680525263897	0.28834608	0.64649075	0.18537726	0.071239986	0.66085005	0.12365695	0.00768622	0.58445257	0.10507219	0.2586684	0.6031275	0.46661776	0
sertraline	CYP2B6;CYP2C19	What would be the clinical guidance for someone who is Ultrarapid Metabolizer for CYP2B6 and No Result for CYP2C19 with regards to taking sertraline? Give a 2-3 sentence summary.	Initiate therapy with recommended starting dose.	['Avoid sertraline. Take an alternate therapy.', 'Take sertraline with a reduced dose.', 'Take sertraline with an increased dose.']	Proceed taking sertraline as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals who are ultrarapid metabolizers (UM) of CYP2B6 may require lower doses of sertraline, as they may metabolize the drug too quickly, leading to reduced efficacy. However, the 'No Result' for CYP2C19 is not a concern for sertraline, as CYP2C19 is not a primary metabolizer of this medication. Therefore, clinicians should consider CYP2B6 genotype-guided dosing for sertraline in this individual, with potential dose reductions to achieve optimal therapeutic response.	-0.21078134	0.21347246	-0.034904305	-0.08943569	0.22124028	0.04875448	tensor(-0.1016)	tensor(0.3461)	tensor(0.0831)	0.35010432895209836	0.5599206056755593	0.5148237579923572	0.3046879	0.560877	0.44890946	0.30010843	0.5852428	0.4409128	0.32310817	0.4853752	0.4584697	0.36029613	0.57779855	0.65532905	0
sertraline	CYP2B6;CYP2C19	What would be the clinical guidance for someone who is Indeterminate for CYP2B6 and Ultrarapid Metabolizer for CYP2C19 with regards to taking sertraline? Give a 2-3 sentence summary.	Initiate therapy with recommended starting dose.	['Avoid sertraline. Take an alternate therapy.', 'Take sertraline with a reduced dose.', 'Take sertraline with an increased dose.']	Proceed taking sertraline as normal. There is no recommendation.	Based on the pharmacogenomic profile, individuals who are indeterminate for CYP2B6 and ultrarapid metabolizers for CYP2C19 may require closer monitoring and potential dosage adjustments when taking sertraline. As CYP2C19 ultrarapid metabolizers may metabolize sertraline more quickly, they may be at risk for reduced efficacy or require higher doses to achieve therapeutic levels. Conversely, the indeterminate CYP2B6 result may not have a significant impact on sertraline metabolism, but clinicians should still exercise caution and monitor for adverse effects or therapeutic response.	-0.20466375	0.16818942	-0.046037402	-0.09183071	0.21606553	0.045273874	tensor(-0.0834)	tensor(0.3475)	tensor(0.0880)	0.33483624742682583	0.5489210109898309	0.5148237579923572	0.30056226	0.49771175	0.44890946	0.26376268	0.58725923	0.4409128	0.27503708	0.51811165	0.4584697	0.36000735	0.5558764	0.65532905	0
sertraline	CYP2B6;CYP2C19	What would be the clinical guidance for someone who is Rapid Metabolizer for CYP2B6 and No Result for CYP2C19 with regards to taking sertraline? Give a 2-3 sentence summary.	Initiate therapy with recommended starting dose.	['Avoid sertraline. Take an alternate therapy.', 'Take sertraline with a reduced dose.', 'Take sertraline with an increased dose.']	Proceed taking sertraline as normal. There is no recommendation.	"According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, a rapid metabolizer for CYP2B6 may require higher doses of sertraline to achieve therapeutic levels, as CYP2B6 is a minor metabolizer of sertraline. However, the ""no result"" for CYP2C19 is not expected to impact sertraline dosing, as CYP2C19 is not a major metabolizer of sertraline. Therefore, the prescribing clinician may consider increasing the sertraline dose based on the patient's CYP2B6 genotype, but should also monitor the patient's response to therapy and adjust the dose as needed."	-0.23759748	0.21448213	-0.053584516	-0.08995939	0.21846254	0.047369376	tensor(-0.0997)	tensor(0.3189)	tensor(0.0704)	0.3493648242749565	0.5690289694560641	0.5148237579923572	0.31267828	0.5476165	0.44890946	0.32472646	0.60089	0.4409128	0.37475255	0.48733783	0.4584697	0.35955408	0.5336469	0.65532905	0
sevoflurane	RYR1;CACNA1S	What would be the clinical guidance for someone who is No Result for RYR1 and Malignant Hyperthermia Susceptibility for CACNA1S with regards to taking sevoflurane? Give a 2-3 sentence summary.	Based on CACNA1S status, halogenated volatile anesthetics or the depolarizing muscle relaxant succinylcholine are relatively contraindicated in persons with malignant hyperthermia susceptibility (MHS). They should not be used, except in extraordinary circumstances where the benefits outweigh the risks. In general, alternative anesthetics are widely available and effective in patients with MHS.	['Proceed taking sevoflurane as normal. There is no recommendation.', 'Take sevoflurane with a reduced dose.', 'Take sevoflurane with an increased dose.']	Avoid sevoflurane. Take an alternate therapy.	"According to the Pharmacogenomics Knowledgebase (PharmGKB), a ""No Result"" for RYR1 and Malignant Hyperthermia Susceptibility indicates that the individual does not have a known pathogenic variant associated with malignant hyperthermia (MH) susceptibility. For CACNA1S, a normal result suggests that the individual is not at increased risk for MH. Therefore, sevoflurane, an anesthetic that can trigger MH, can be used in this individual without concern for MH susceptibility."	0.18547177	0.19432497	0.19226976	-0.13167532	0.2974782	0.048167054	tensor(-0.1018)	tensor(0.2944)	tensor(0.0463)	0.6308426137394836	0.41835910711725127	0.4197885345178334	0.5590222	0.29664558	0.52355206	0.7557941	0.53372514	0.34792435	0.77146435	0.39991444	0.39408535	0.6800209	0.48464558	0.5044889	0
sevoflurane	RYR1;CACNA1S	What would be the clinical guidance for someone who is Malignant Hyperthermia Susceptibility for RYR1 and Malignant Hyperthermia Susceptibility for CACNA1S with regards to taking sevoflurane? Give a 2-3 sentence summary.	Halogenated volatile anesthetics or the depolarizing muscle relaxant succinylcholine are relatively contraindicated in persons with malignant hyperthermia susceptibility (MHS). They should not be used, except in extraordinary circumstances where the benefits outweigh the risks. In general, alternative anesthetics are widely available and effective in patients with MHS.	['Proceed taking sevoflurane as normal. There is no recommendation.', 'Take sevoflurane with a reduced dose.', 'Take sevoflurane with an increased dose.']	Avoid sevoflurane. Take an alternate therapy.	According to clinical guidance, individuals with Malignant Hyperthermia Susceptibility (MHS) due to RYR1 or CACNA1S variants are at increased risk of developing malignant hyperthermia (MH) when exposed to triggering anesthetics, including sevoflurane. Therefore, it is recommended to avoid using sevoflurane in these individuals and consider alternative anesthetics instead. Additionally, a thorough pre-anesthetic evaluation and preparation, including a family history of MHS and genetic testing, should be performed to ensure safe anesthesia management.	0.19426464	0.21593119	0.20735174	-0.07601662	0.40116835	0.12158344	tensor(-0.0826)	tensor(0.2534)	tensor(0.0613)	0.7331258531312936	0.5443826186561671	0.40272085978541355	0.75673586	0.61974066	0.48602018	0.7606364	0.54892933	0.36936644	0.7884205	0.45472872	0.4177194	0.65410066	0.637132	0.50798446	1
sevoflurane	RYR1;CACNA1S	What would be the clinical guidance for someone who is Uncertain Susceptibility for RYR1 and No Result for CACNA1S with regards to taking sevoflurane? Give a 2-3 sentence summary.	No CACNA1S genotype is available. Based on RYR1 status, clinical findings, family history, further genetic testing and other laboratory data should guide use of halogenated volatile anesthetics or depolarizing muscle relaxants.	['Avoid sevoflurane. Take an alternate therapy.', 'Take sevoflurane with a reduced dose.', 'Take sevoflurane with an increased dose.']	Proceed taking sevoflurane as normal. There is no recommendation.	Based on the pharmacogenomics results, individuals with Uncertain Susceptibility for RYR1 and No Result for CACNA1S can be considered to have an increased risk of malignant hyperthermia (MH) when exposed to sevoflurane, a known MH-triggering agent. However, the uncertain susceptibility and lack of result do not provide a clear indication for alternative anesthesia options. Therefore, clinicians should exercise caution and closely monitor the patient for signs of MH during sevoflurane administration, while also considering alternative anesthesia options or pretreatment with dantrolene if feasible.	0.063521266	0.22340277	0.14102884	-0.08099133	0.21949227	0.05342791	tensor(-0.0903)	tensor(0.2873)	tensor(0.0725)	0.6302438766659321	0.554008368521568	0.4029857316783647	0.56941456	0.39454287	0.39698383	0.6313835	0.46612677	0.29812968	0.4706939	0.47005147	0.28996712	0.60098666	0.53151494	0.3836446	0
sevoflurane	RYR1;CACNA1S	What would be the clinical guidance for someone who is No Result for RYR1 and Uncertain Susceptibility for CACNA1S with regards to taking sevoflurane? Give a 2-3 sentence summary.	No RYR1 genotype is available. Based on CACNA1S status, clinical findings, family history, further genetic testing and other laboratory data should guide use of halogenated volatile anesthetics or depolarizing muscle relaxants.	['Avoid sevoflurane. Take an alternate therapy.', 'Take sevoflurane with a reduced dose.', 'Take sevoflurane with an increased dose.']	Proceed taking sevoflurane as normal. There is no recommendation.	"Based on the pharmacogenomics results, a patient with ""No Result"" for RYR1 and ""Uncertain Susceptibility"" for CACNA1S can likely receive sevoflurane without increased risk of malignant hyperthermia (MH). The ""No Result"" for RYR1 suggests that the patient does not carry a known pathogenic variant associated with MH, and the ""Uncertain Susceptibility"" for CACNA1S does not provide sufficient evidence to predict an increased risk of MH. Therefore, sevoflurane can be used with standard anesthesia monitoring and precautions."	0.06056816	0.18411323	0.12191564	-0.11745925	0.24038418	0.037732497	tensor(-0.1522)	tensor(0.3204)	tensor(0.0376)	0.69117492739443	0.574445560106208	0.4206143185415405	0.6736381	0.52650297	0.39011076	0.62129086	0.5081168	0.2960167	0.592389	0.5010383	0.33132276	0.75357103	0.5740502	0.38429147	0
simvastatin	SLCO1B1	What would be the clinical guidance for someone who is Increased Function for SLCO1B1 with regards to taking simvastatin? Give a 2-3 sentence summary.	Prescribe desired starting dose and adjust doses based on disease-specific guidelines.	['Avoid simvastatin. Take an alternate therapy.', 'Take simvastatin with a reduced dose.', 'Take simvastatin with an increased dose.']	Proceed taking simvastatin as normal. There is no recommendation.	For individuals with increased function of SLCO1B1, the clinical guidance is to use simvastatin with caution due to increased sensitivity to the medication. This is because SLCO1B1 is responsible for the hepatic uptake of simvastatin, and increased function may lead to higher systemic exposure and increased risk of myotoxicity. As such, close monitoring of muscle enzyme levels and adjustment of simvastatin dosage may be necessary to minimize the risk of adverse effects.	-0.08097459	0.10722451	0.008392319	-0.055635627	0.22722061	0.07225593	tensor(-0.0500)	tensor(0.3465)	tensor(0.1205)	0.3393617674230178	0.5332670578476669	0.37105978009374313	0.42692614	0.5823039	0.42194787	0.39368004	0.7110455	0.36107668	0.3593822	0.5336319	0.38846934	0.44827756	0.52818424	0.63806295	0
simvastatin	SLCO1B1	What would be the clinical guidance for someone who is Normal Function for SLCO1B1 with regards to taking simvastatin? Give a 2-3 sentence summary.	Prescribe desired starting dose and adjust doses based on disease-specific guidelines.	['Avoid simvastatin. Take an alternate therapy.', 'Take simvastatin with a reduced dose.', 'Take simvastatin with an increased dose.']	Proceed taking simvastatin as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals with normal function of SLCO1B1 (i.e., *1A/*1A or *1A/*1B genotype) can be treated with simvastatin without any adjustments, as they are expected to have normal transporter function and simvastatin pharmacokinetics. This means that the standard simvastatin dosing regimen can be used, and no increased risk of myotoxicity is anticipated. However, it is essential to monitor patients for muscle toxicity, as recommended for all patients taking statins, regardless of their SLCO1B1 genotype.	-0.17040849	0.122159354	-0.040175103	-0.123519644	0.2707761	0.044513278	tensor(-0.1600)	tensor(0.2790)	tensor(0.0150)	0.3486097788986218	0.5824254068592261	0.37105978009374313	0.37946564	0.60022026	0.42194787	0.37087494	0.62593263	0.36107668	0.33833146	0.53283846	0.38846934	0.42828164	0.5988189	0.63806295	1
simvastatin	SLCO1B1	What would be the clinical guidance for someone who is Indeterminate for SLCO1B1 with regards to taking simvastatin? Give a 2-3 sentence summary.	No recommendation	['Avoid simvastatin. Take an alternate therapy.', 'Take simvastatin with a reduced dose.', 'Take simvastatin with an increased dose.']	Proceed taking simvastatin as normal. There is no recommendation.	According to the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines, individuals with an indeterminate SLCO1B1 genotype should be treated similarly to those with a normal function genotype, as the indeterminate result does not provide sufficient information to guide simvastatin dosing. Therefore, the standard simvastatin dosage can be used, with usual monitoring for muscle toxicity. However, clinicians should still be aware of the potential for increased risk of myopathy and adjust dosing or monitoring as needed based on individual patient factors.	-0.2567735	-0.0019882875	-0.14201714	-0.095924646	0.2275147	0.0469778	tensor(-0.1085)	tensor(0.3250)	tensor(0.0593)	0.22792846616772688	0.5576527855920718	0.2567276218623102	0.1453793	0.55279374	0.19626938	0.06175295	0.6423519	0.08749134	0.0016360506	0.5089217	0.10325783	0.2571085	0.5774379	0.4805333	0
simvastatin	SLCO1B1	What would be the clinical guidance for someone who is Possible Decreased Function for SLCO1B1 with regards to taking simvastatin? Give a 2-3 sentence summary.	Prescribe an alternative statin depending on the desired potency (see Figure 1 of PMID: 35152405 for recommendations for alternative statins). If simvastatin therapy is warranted, limit dose to <20mg/day.	['Proceed taking simvastatin as normal. There is no recommendation.', 'Take simvastatin with a reduced dose.', 'Take simvastatin with an increased dose.']	Avoid simvastatin. Take an alternate therapy.	For individuals with possible decreased function of SLCO1B1, clinical guidance suggests considering an alternative statin medication, such as pravastatin or rosuvastatin, instead of simvastatin, as they are less dependent on SLCO1B1 for hepatic uptake. If simvastatin is still chosen, close monitoring for muscle toxicity and dosage adjustment may be necessary. Additionally, starting with a lower dose and titrating upwards as needed may help minimize the risk of adverse effects.	0.0691508	0.105487876	0.08973873	-0.018642973	0.39980683	0.16024627	tensor(-0.0393)	tensor(0.4500)	tensor(0.1629)	0.7350433699932606	0.645196230671448	0.6872677154294964	0.73843765	0.6689279	0.73131627	0.73513	0.73506945	0.7963201	0.55103016	0.6379299	0.57501906	0.49954674	0.5758229	0.6128454	0
streptomycin	MT-RNR1	What would be the clinical guidance for someone who is increased risk of aminoglycoside-induced hearing loss for MT-RNR1 with regards to taking streptomycin? Give a 2-3 sentence summary.	Avoid aminoglycoside anitbiotics unless the high risk of permanent hearing loss is outweighed by the severity of infection and lack of safe or effective alternative therapies.	['Proceed taking streptomycin as normal. There is no recommendation.', 'Take streptomycin with a reduced dose.', 'Take streptomycin with an increased dose.']	Avoid streptomycin. Take an alternate therapy.	Individuals with the m.1555A>G or m.1494C>T variants in the MT-RNR1 gene are at increased risk of aminoglycoside-induced hearing loss, including streptomycin. Clinical guidance suggests that these individuals should avoid using streptomycin or other aminoglycosides whenever possible, and alternative antibiotics should be considered. If streptomycin is deemed necessary, close monitoring of hearing function and serum concentrations of the drug is recommended to minimize the risk of ototoxicity.	0.046443533	0.20503862	0.12337147	-0.14673048	0.25434437	0.023101082	tensor(-0.1640)	tensor(0.1459)	tensor(-0.0272)	0.6552354534917076	0.5093739036658669	0.4361742156686382	0.72105306	0.56136197	0.5839129	0.7178618	0.5780482	0.53661996	0.70412755	0.47059548	0.46000788	0.6178523	0.5982158	0.5538775	0
