drug	genes	mode	question	answer	llm_answer	llm_genes	precision	recall
morphine	CYP2D6	clinician	I want to give my patient morphine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	OPRM1;COMT;UGT2B7;CYP3A4;CYP3A5;ABCB1	['OPRM1', 'COMT', 'UGT2B7', 'CYP3A4', 'CYP3A5', 'ABCB1']	0.0	0.0
morphine	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for morphine? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	OPRM1;COMT;UGT2B7	['OPRM1', 'COMT', 'UGT2B7']	0.0	0.0
moxifloxacin	G6PD	clinician	I want to give my patient moxifloxacin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	ABCB1;UGT1A1	['ABCB1', 'UGT1A1']	0.0	0.0
moxifloxacin	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for moxifloxacin? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	No known genes with actionable pharmacogenetic guidelines for moxifloxacin.	['No known genes with actionable pharmacogenetic guidelines for moxifloxacin.']	0.0	0.0
nabumetone	CYP2C9	clinician	I want to give my patient nabumetone. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9;UGT1A6;UGT1A9;UGT2B7;SLCO1B1	['CYP2C9', 'UGT1A6', 'UGT1A9', 'UGT2B7', 'SLCO1B1']	0.2	1.0
nabumetone	CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for nabumetone? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9;UGT1A9;UGT1A6	['CYP2C9', 'UGT1A9', 'UGT1A6']	0.3333333333333333	1.0
nalidixic acid	G6PD	clinician	I want to give my patient nalidixic acid. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	UGT1A1;G6PD	['UGT1A1', 'G6PD']	0.5	1.0
nalidixic acid	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for nalidixic acid? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	UGT1A1; G6PD	['UGT1A1', 'G6PD']	0.5	1.0
naltrexone	CYP2D6	clinician	I want to give my patient naltrexone. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	OPRM1; OPRK1; PDYN	['OPRM1', 'OPRK1', 'PDYN']	0.0	0.0
naltrexone	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for naltrexone? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	OPRM1; OPRK1	['OPRM1', 'OPRK1']	0.0	0.0
naproxen	CYP2C9	clinician	I want to give my patient naproxen. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9;UGT2B7	['CYP2C9', 'UGT2B7']	0.5	1.0
naproxen	CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for naproxen? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9	['CYP2C9']	1.0	1.0
neomycin	MT-RNR1	clinician	I want to give my patient neomycin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	MT-RNR1;SLC22A2;SLC47A1	['MT-RNR1', 'SLC22A2', 'SLC47A1']	0.3333333333333333	1.0
neomycin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for neomycin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	UGT1A1	['UGT1A1']	0.0	0.0
netilmicin	MT-RNR1	clinician	I want to give my patient netilmicin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	MT-RNR1; MT-TS1	['MT-RNR1', 'MT-TS1']	0.5	1.0
netilmicin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for netilmicin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	NAT2; CYP2E1	['NAT2', 'CYP2E1']	0.0	0.0
nicorandil	G6PD	clinician	I want to give my patient nicorandil. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	ABCB1;KCNJ11;NOS3	['ABCB1', 'KCNJ11', 'NOS3']	0.0	0.0
nicorandil	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for nicorandil? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	No actionable pharmacogenetic guidelines for nicorandil involving specific gene symbols are currently available.	['No actionable pharmacogenetic guidelines for nicorandil involving specific gene symbols are currently available.']	0.0	0.0
nitrofural	G6PD	clinician	I want to give my patient nitrofural. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	UGT1A1; ABCG2; ALDH2	['UGT1A1', 'ABCG2', 'ALDH2']	0.0	0.0
nitrofural	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for nitrofural? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	No genes with actionable pharmacogenetic guidelines for nitrofural.	['No genes with actionable pharmacogenetic guidelines for nitrofural.']	0.0	0.0
nitrofurantoin	G6PD	clinician	I want to give my patient nitrofurantoin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	NAT2	['NAT2']	0.0	0.0
nitrofurantoin	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for nitrofurantoin? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	No genes with actionable pharmacogenetic guidelines for nitrofurantoin.	['No genes with actionable pharmacogenetic guidelines for nitrofurantoin.']	0.0	0.0
norfloxacin	G6PD	clinician	I want to give my patient norfloxacin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	UGT1A1;ABCC2;SLC22A2;NR1I2	['UGT1A1', 'ABCC2', 'SLC22A2', 'NR1I2']	0.0	0.0
norfloxacin	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for norfloxacin? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	There are no actionable pharmacogenetic guidelines for norfloxacin that involve specific gene symbols.	['There are no actionable pharmacogenetic guidelines for norfloxacin that involve specific gene symbols.']	0.0	0.0
nortriptyline	CYP2D6	clinician	I want to give my patient nortriptyline. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6;CYP2C19	['CYP2D6', 'CYP2C19']	0.5	1.0
nortriptyline	CYP2D6;CYP2C19	clinician	I want to give my patient nortriptyline. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6;CYP2C19	CYP2D6;CYP2C19	['CYP2D6', 'CYP2C19']	1.0	1.0
nortriptyline	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for nortriptyline? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6; CYP2C19	['CYP2D6', 'CYP2C19']	0.5	1.0
nortriptyline	CYP2D6;CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for nortriptyline? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6;CYP2C19	CYP2D6; CYP2C19	['CYP2D6', 'CYP2C19']	1.0	1.0
ofloxacin	G6PD	clinician	I want to give my patient ofloxacin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	ABCB1;UGT1A1	['ABCB1', 'UGT1A1']	0.0	0.0
ofloxacin	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for ofloxacin? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD	['G6PD']	1.0	1.0
omeprazole	CYP2C19	clinician	I want to give my patient omeprazole. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19;CYP2C9	['CYP2C19', 'CYP2C9']	0.5	1.0
omeprazole	CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for omeprazole? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19	['CYP2C19']	1.0	1.0
ondansetron	CYP2D6	clinician	I want to give my patient ondansetron. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6;CYP3A4;ABCB1	['CYP2D6', 'CYP3A4', 'ABCB1']	0.3333333333333333	1.0
ondansetron	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for ondansetron? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6; CYP3A4	['CYP2D6', 'CYP3A4']	0.5	1.0
oxcarbazepine	HLA-B	clinician	I want to give my patient oxcarbazepine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	HLA-B	CYP3A4; CYP3A5; HLA-B	['CYP3A4', 'CYP3A5', 'HLA-B']	0.3333333333333333	1.0
oxcarbazepine	HLA-A;HLA-B	clinician	I want to give my patient oxcarbazepine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	HLA-A;HLA-B	HLA-B; CYP2C19; HLA-A	['HLA-B', 'CYP2C19', 'HLA-A']	0.6666666666666666	1.0
oxcarbazepine	HLA-B	researcher	What genes have actionable pharmacogenetic guidelines for oxcarbazepine? Please respond with nothing but a list of gene symbols delimited by ';'.	HLA-B	CYP2C19; HLA-B	['CYP2C19', 'HLA-B']	0.5	1.0
oxcarbazepine	HLA-A;HLA-B	researcher	What genes have actionable pharmacogenetic guidelines for oxcarbazepine? Please respond with nothing but a list of gene symbols delimited by ';'.	HLA-A;HLA-B	HLA-B	['HLA-B']	1.0	0.5
oxycodone	CYP2D6	clinician	I want to give my patient oxycodone. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6; CYP3A4; CYP3A5; OPRM1	['CYP2D6', 'CYP3A4', 'CYP3A5', 'OPRM1']	0.25	1.0
oxycodone	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for oxycodone? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6; OPRM1	['CYP2D6', 'OPRM1']	0.5	1.0
pantoprazole	CYP2C19	clinician	I want to give my patient pantoprazole. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19	['CYP2C19']	1.0	1.0
pantoprazole	CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for pantoprazole? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19	['CYP2C19']	1.0	1.0
paromomycin	MT-RNR1	clinician	I want to give my patient paromomycin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	SLC29A1;ABCB1;SLC22A1	['SLC29A1', 'ABCB1', 'SLC22A1']	0.0	0.0
paromomycin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for paromomycin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	There are no genes with actionable pharmacogenetic guidelines for paromomycin as per current CPIC (Clinical Pharmacogenetics Implementation Consortium) and PharmGKB (Pharmacogenomics Knowledgebase) guidelines.	['There are no genes with actionable pharmacogenetic guidelines for paromomycin as per current CPIC (Clinical Pharmacogenetics Implementation Consortium) and PharmGKB (Pharmacogenomics Knowledgebase) guidelines.']	0.0	0.0
paroxetine	CYP2D6	clinician	I want to give my patient paroxetine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6;CYP2B6;CYP2C19;CYP3A4;ABCB1	['CYP2D6', 'CYP2B6', 'CYP2C19', 'CYP3A4', 'ABCB1']	0.2	1.0
paroxetine	CYP2B6;CYP2C19	clinician	I want to give my patient paroxetine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2B6;CYP2C19	CYP2D6; CYP2C19; ABCB1	['CYP2D6', 'CYP2C19', 'ABCB1']	0.3333333333333333	0.5
paroxetine	CYP2C19	clinician	I want to give my patient paroxetine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2D6;CYP2B6;CYP2C19;CYP3A4;ABCB1	['CYP2D6', 'CYP2B6', 'CYP2C19', 'CYP3A4', 'ABCB1']	0.2	1.0
paroxetine	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for paroxetine? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2D6	['CYP2D6']	1.0	1.0
paroxetine	CYP2B6;CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for paroxetine? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2B6;CYP2C19	CYP2D6	['CYP2D6']	0.0	0.0
paroxetine	CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for paroxetine? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2D6	['CYP2D6']	0.0	0.0
pegloticase	G6PD	clinician	I want to give my patient pegloticase. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD	['G6PD']	1.0	1.0
pegloticase	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for pegloticase? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD	['G6PD']	1.0	1.0
phenazopyridine	G6PD	clinician	I want to give my patient phenazopyridine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	UGT1A6; UGT1A9	['UGT1A6', 'UGT1A9']	0.0	0.0
phenazopyridine	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for phenazopyridine? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	No genes with actionable pharmacogenetic guidelines for phenazopyridine.	['No genes with actionable pharmacogenetic guidelines for phenazopyridine.']	0.0	0.0
phenytoin	HLA-B;CYP2C9	clinician	I want to give my patient phenytoin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	HLA-B;CYP2C9	CYP2C9; CYP2C19; HLA-B	['CYP2C9', 'CYP2C19', 'HLA-B']	0.6666666666666666	1.0
phenytoin	HLA-B;CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for phenytoin? Please respond with nothing but a list of gene symbols delimited by ';'.	HLA-B;CYP2C9	CYP2C9;HLA-B	['CYP2C9', 'HLA-B']	1.0	1.0
piroxicam	CYP2C9	clinician	I want to give my patient piroxicam. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9;UGT1A9;UGT2B7	['CYP2C9', 'UGT1A9', 'UGT2B7']	0.3333333333333333	1.0
piroxicam	CYP2C9	researcher	What genes have actionable pharmacogenetic guidelines for piroxicam? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9	CYP2C9; CYP2C8	['CYP2C9', 'CYP2C8']	0.5	1.0
pitavastatin	CYP2C9;SLCO1B1	clinician	I want to give my patient pitavastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9;SLCO1B1	SLCO1B1; CYP2C9	['SLCO1B1', 'CYP2C9']	1.0	1.0
pitavastatin	SLCO1B1	clinician	I want to give my patient pitavastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	SLCO1B1;CYP2C9	['SLCO1B1', 'CYP2C9']	0.5	1.0
pitavastatin	ABCG2;SLCO1B1	clinician	I want to give my patient pitavastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	ABCG2;SLCO1B1	SLCO1B1;ABCB1;ABCG2;CYP2C9	['SLCO1B1', 'ABCB1', 'ABCG2', 'CYP2C9']	0.5	1.0
pitavastatin	CYP2C9;SLCO1B1	researcher	What genes have actionable pharmacogenetic guidelines for pitavastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9;SLCO1B1	SLCO1B1	['SLCO1B1']	1.0	0.5
pitavastatin	SLCO1B1	researcher	What genes have actionable pharmacogenetic guidelines for pitavastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	SLCO1B1	['SLCO1B1']	1.0	1.0
pitavastatin	ABCG2;SLCO1B1	researcher	What genes have actionable pharmacogenetic guidelines for pitavastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	ABCG2;SLCO1B1	SLCO1B1	['SLCO1B1']	1.0	0.5
plazomicin	MT-RNR1	clinician	I want to give my patient plazomicin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	MT-RNR1	['MT-RNR1']	1.0	1.0
plazomicin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for plazomicin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	CYP3A5; CYP3A4	['CYP3A5', 'CYP3A4']	0.0	0.0
pravastatin	CYP2C9;SLCO1B1	clinician	I want to give my patient pravastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9;SLCO1B1	SLCO1B1;APOE	['SLCO1B1', 'APOE']	0.5	0.5
pravastatin	SLCO1B1	clinician	I want to give my patient pravastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	SLCO1B1;APOE	['SLCO1B1', 'APOE']	0.5	1.0
pravastatin	ABCG2;SLCO1B1	clinician	I want to give my patient pravastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	ABCG2;SLCO1B1	SLCO1B1;APOE	['SLCO1B1', 'APOE']	0.5	0.5
pravastatin	CYP2C9;SLCO1B1	researcher	What genes have actionable pharmacogenetic guidelines for pravastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9;SLCO1B1	SLCO1B1	['SLCO1B1']	1.0	0.5
pravastatin	SLCO1B1	researcher	What genes have actionable pharmacogenetic guidelines for pravastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	SLCO1B1	['SLCO1B1']	1.0	1.0
pravastatin	ABCG2;SLCO1B1	researcher	What genes have actionable pharmacogenetic guidelines for pravastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	ABCG2;SLCO1B1	SLCO1B1	['SLCO1B1']	1.0	0.5
primaquine	G6PD	clinician	I want to give my patient primaquine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2D6;G6PD	['CYP2D6', 'G6PD']	0.5	1.0
primaquine	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for primaquine? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2D6	['CYP2D6']	0.0	0.0
probenecid	G6PD	clinician	I want to give my patient probenecid. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	SLC22A12;ABCG2;SLC2A9;GCKR	['SLC22A12', 'ABCG2', 'SLC2A9', 'GCKR']	0.0	0.0
probenecid	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for probenecid? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	SLC22A12; ABCG2	['SLC22A12', 'ABCG2']	0.0	0.0
quinine	G6PD	clinician	I want to give my patient quinine. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP3A4;CYP2C19;CYP2D6	['CYP3A4', 'CYP2C19', 'CYP2D6']	0.0	0.0
quinine	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for quinine? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	CYP2D6; CYP3A4	['CYP2D6', 'CYP3A4']	0.0	0.0
rabeprazole	CYP2C19	clinician	I want to give my patient rabeprazole. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19	['CYP2C19']	1.0	1.0
rabeprazole	CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for rabeprazole? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19	['CYP2C19']	1.0	1.0
rasburicase	G6PD	clinician	I want to give my patient rasburicase. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD	['G6PD']	1.0	1.0
rasburicase	G6PD	researcher	What genes have actionable pharmacogenetic guidelines for rasburicase? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	G6PD	['G6PD']	1.0	1.0
remifentanil	CYP2D6	clinician	I want to give my patient remifentanil. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	OPRM1;UGT2B7;ABCB1	['OPRM1', 'UGT2B7', 'ABCB1']	0.0	0.0
remifentanil	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for remifentanil? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	OPRM1	['OPRM1']	0.0	0.0
ribostamycin	MT-RNR1	clinician	I want to give my patient ribostamycin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	SLC22A1;SLC47A1;SLC47A2	['SLC22A1', 'SLC47A1', 'SLC47A2']	0.0	0.0
ribostamycin	MT-RNR1	researcher	What genes have actionable pharmacogenetic guidelines for ribostamycin? Please respond with nothing but a list of gene symbols delimited by ';'.	MT-RNR1	As of my last knowledge update, there are no specific pharmacogenetic guidelines for ribostamycin that call for the consideration of particular genes. Therefore, I cannot provide a list of gene symbols.	['As of my last knowledge update, there are no specific pharmacogenetic guidelines for ribostamycin that call for the consideration of particular genes. Therefore, I cannot provide a list of gene symbols.']	0.0	0.0
rosuvastatin	CYP2C9;SLCO1B1	clinician	I want to give my patient rosuvastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9;SLCO1B1	SLCO1B1; ABCG2; APOE; CYP2C9	['SLCO1B1', 'ABCG2', 'APOE', 'CYP2C9']	0.5	1.0
rosuvastatin	SLCO1B1	clinician	I want to give my patient rosuvastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	SLCO1B1; ABCG2; APOE; CYP2C9	['SLCO1B1', 'ABCG2', 'APOE', 'CYP2C9']	0.25	1.0
rosuvastatin	ABCG2;SLCO1B1	clinician	I want to give my patient rosuvastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	ABCG2;SLCO1B1	SLCO1B1; ABCG2; APOE; CYP2C9	['SLCO1B1', 'ABCG2', 'APOE', 'CYP2C9']	0.5	1.0
rosuvastatin	CYP2C9;SLCO1B1	researcher	What genes have actionable pharmacogenetic guidelines for rosuvastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9;SLCO1B1	SLCO1B1; ABCG2	['SLCO1B1', 'ABCG2']	0.5	0.5
rosuvastatin	SLCO1B1	researcher	What genes have actionable pharmacogenetic guidelines for rosuvastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	SLCO1B1	['SLCO1B1']	1.0	1.0
rosuvastatin	ABCG2;SLCO1B1	researcher	What genes have actionable pharmacogenetic guidelines for rosuvastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	ABCG2;SLCO1B1	SLCO1B1	['SLCO1B1']	1.0	0.5
sertraline	CYP2D6	clinician	I want to give my patient sertraline. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2C19;CYP2D6;CYP2B6;SLC6A4	['CYP2C19', 'CYP2D6', 'CYP2B6', 'SLC6A4']	0.25	1.0
sertraline	CYP2B6;CYP2C19	clinician	I want to give my patient sertraline. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2B6;CYP2C19	CYP2C19;CYP2D6;SLC6A4;HTR2A	['CYP2C19', 'CYP2D6', 'SLC6A4', 'HTR2A']	0.25	0.5
sertraline	CYP2C19	clinician	I want to give my patient sertraline. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19; CYP2D6; CYP2B6; CYP3A4; CYP3A5; HTR2A; SLC6A4	['CYP2C19', 'CYP2D6', 'CYP2B6', 'CYP3A4', 'CYP3A5', 'HTR2A', 'SLC6A4']	0.14285714285714285	1.0
sertraline	CYP2D6	researcher	What genes have actionable pharmacogenetic guidelines for sertraline? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2D6	CYP2C19; CYP2D6	['CYP2C19', 'CYP2D6']	0.5	1.0
sertraline	CYP2B6;CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for sertraline? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2B6;CYP2C19	CYP2C19; CYP2D6	['CYP2C19', 'CYP2D6']	0.5	0.5
sertraline	CYP2C19	researcher	What genes have actionable pharmacogenetic guidelines for sertraline? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C19	CYP2C19; CYP2D6	['CYP2C19', 'CYP2D6']	0.5	1.0
sevoflurane	RYR1;CACNA1S	clinician	I want to give my patient sevoflurane. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	CYP2E1;RYR1;CACNA1S	['CYP2E1', 'RYR1', 'CACNA1S']	0.6666666666666666	1.0
sevoflurane	RYR1;CACNA1S	researcher	What genes have actionable pharmacogenetic guidelines for sevoflurane? Please respond with nothing but a list of gene symbols delimited by ';'.	RYR1;CACNA1S	CYP2E1	['CYP2E1']	0.0	0.0
simvastatin	CYP2C9;SLCO1B1	clinician	I want to give my patient simvastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9;SLCO1B1	SLCO1B1; CYP3A4; CYP3A5; CYP2D6	['SLCO1B1', 'CYP3A4', 'CYP3A5', 'CYP2D6']	0.25	0.5
simvastatin	SLCO1B1	clinician	I want to give my patient simvastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	SLCO1B1;CYP3A4;CYP3A5	['SLCO1B1', 'CYP3A4', 'CYP3A5']	0.3333333333333333	1.0
simvastatin	ABCG2;SLCO1B1	clinician	I want to give my patient simvastatin. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	ABCG2;SLCO1B1	SLCO1B1; CYP3A4; CYP3A5; CYP2D6	['SLCO1B1', 'CYP3A4', 'CYP3A5', 'CYP2D6']	0.25	0.5
simvastatin	CYP2C9;SLCO1B1	researcher	What genes have actionable pharmacogenetic guidelines for simvastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	CYP2C9;SLCO1B1	SLCO1B1	['SLCO1B1']	1.0	0.5
simvastatin	SLCO1B1	researcher	What genes have actionable pharmacogenetic guidelines for simvastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	SLCO1B1	SLCO1B1	['SLCO1B1']	1.0	1.0
simvastatin	ABCG2;SLCO1B1	researcher	What genes have actionable pharmacogenetic guidelines for simvastatin? Please respond with nothing but a list of gene symbols delimited by ';'.	ABCG2;SLCO1B1	SLCO1B1	['SLCO1B1']	1.0	0.5
sodium nitrite	G6PD	clinician	I want to give my patient sodium nitrite. What genes should I include in a pharmacogenetics panel? Please respond with nothing but a list of gene symbols delimited by ';'.	G6PD	GUCY1A3; CYBA; NOS3; GUCY1B3	['GUCY1A3', 'CYBA', 'NOS3', 'GUCY1B3']	0.0	0.0
