drug	genes	question	answer	incorrect_recommendations	concurring_recommendation	llm_answer	bert_score_precision_llm_vs_ref	bert_score_recall_llm_vs_ref	bert_score_f1_llm_vs_ref	bert_score_precision_llm_vs_concurring	bert_score_recall_llm_vs_concurring	bert_score_f1_llm_vs_concurring	oai_embedding_llm_vs_ref	oai_embedding_llm_vs_concurring	oai_embedding_llm_vs_counterfactual	negation_mpnet_llm_vs_ref	negation_mpnet_llm_vs_concurring	negation_mpnet_llm_vs_counterfactual	base_mpnet_llm_vs_ref	base_mpnet_llm_vs_concurring	base_mpnet_llm_vs_counterfactual	roberta_llm_vs_ref	roberta_llm_vs_concurring	roberta_llm_vs_counterfactual	gte_llm_vs_ref	gte_llm_vs_concurring	gte_llm_vs_counterfactual	gpt4_llm_vs_ref
norfloxacin	G6PD	What would be the clinical guidance for someone who is Indeterminate for G6PD with regards to taking norfloxacin? Give a 2-3 sentence summary.	"To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype."	"['Avoid norfloxacin. Take an alternate therapy.', 'Take norfloxacin with a reduced dose.', 'Take norfloxacin with an increased dose.']"	Proceed taking norfloxacin as normal. There is no recommendation.	"For an individual with an indeterminate G6PD (glucose-6-phosphate dehydrogenase) status, caution is advised when prescribing norfloxacin, as there is a potential risk for hemolytic anemia. Given the uncertainty of G6PD enzyme activity, alternative antibiotics with a lower risk of hemolysis should be considered. If norfloxacin is deemed necessary, close monitoring for signs of hemolysis is recommended."	0.10289168	0.31393817	0.2025286	tensor(-0.0147)	tensor(0.4197)	tensor(0.1699)	0.6048706298897050	0.5616495118201350	0.26925276324496500	0.5645274	0.53676105	0.15225619	0.62484777	0.53426504	0.079886965	0.52364445	0.5961459	0.16424122	0.519995	0.5898178	0.39753497	0
norfloxacin	G6PD	What would be the clinical guidance for someone who is Deficient with CNSHA for G6PD with regards to taking norfloxacin? Give a 2-3 sentence summary.	"Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended"	"['Avoid norfloxacin. Take an alternate therapy.', 'Take norfloxacin with a reduced dose.', 'Take norfloxacin with an increased dose.']"	Proceed taking norfloxacin as normal. There is no recommendation.	"For individuals with glucose-6-phosphate dehydrogenase (G6PD) deficiency, particularly those with Chronic Nonspherocytic Hemolytic Anemia (CNSHA), the use of norfloxacin should be approached with caution. Norfloxacin, like other fluoroquinolones, has the potential to induce hemolytic anemia in G6PD-deficient patients. Clinical guidance would typically recommend considering alternative antibiotics that do not pose a hemolytic risk for this population."	-0.06826108	0.13341516	0.026799839	tensor(-0.0761)	tensor(0.4525)	tensor(0.1383)	0.4265761912117540	0.565318621313536	0.398954814435786	0.58022887	0.5287966	0.49613303	0.49693015	0.4996657	0.37678492	0.51443976	0.5600165	0.36633617	0.49381304	0.5371302	0.49247876	0
norfloxacin	G6PD	What would be the clinical guidance for someone who is Normal for G6PD with regards to taking norfloxacin? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status	"['Avoid norfloxacin. Take an alternate therapy.', 'Take norfloxacin with a reduced dose.', 'Take norfloxacin with an increased dose.']"	Proceed taking norfloxacin as normal. There is no recommendation.	"For individuals with a normal Glucose-6-Phosphate Dehydrogenase (G6PD) enzyme level, there are no specific restrictions or additional precautions regarding the use of norfloxacin based on G6PD status. They can follow standard clinical guidelines for dosing and administration of norfloxacin, as the risk of hemolytic anemia, a concern in G6PD-deficient patients, is not applicable to them. However, all patients should still be monitored for other potential side effects of the medication."	-0.059135187	0.31943527	0.104659654	tensor(-0.0718)	tensor(0.3904)	tensor(0.1209)	0.6323514708230550	0.5991386831499990	0.29465857614047100	0.50724745	0.5588836	0.20621966	0.45552564	0.4999224	0.08644246	0.36166117	0.6015074	0.103041954	0.58964163	0.6125095	0.35793763	1
nortriptyline	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = ≥3.75 for CYP2D6 with regards to taking nortriptyline? Give a 2-3 sentence summary.	"Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a tricyclic antidepressant is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Utilize therapeutic drug monitoring to guide dose adjustments."	"['Proceed taking nortriptyline as normal. There is no recommendation.', 'Take nortriptyline with a reduced dose.', 'Take nortriptyline with an increased dose.']"	Avoid nortriptyline. Take an alternate therapy.	"For a patient identified as an Ultrarapid Metabolizer (UM) with a CYP2D6 activity score of ≥3.75, clinical guidance would advise caution when prescribing nortriptyline. Ultrarapid Metabolizers may experience subtherapeutic drug levels due to increased metabolic activity, potentially leading to reduced efficacy. It is recommended to consider an alternative medication not significantly metabolized by CYP2D6 or to initiate nortriptyline treatment at an increased dosage and monitor the patient's response closely."	0.17620632	0.21939719	0.19981623	tensor(-0.0650)	tensor(0.5025)	tensor(0.1621)	0.6448843804248210	0.6284353878997980	0.5309204208738220	0.69882905	0.5057429	0.5505053	0.6999069	0.58027524	0.5560613	0.62080044	0.4419444	0.49246567	0.650189	0.5937305	0.555814	1
nortriptyline	CYP2D6	What would be the clinical guidance for someone who is Normal Metabolizer and activity score = 1.75 for CYP2D6 with regards to taking nortriptyline? Give a 2-3 sentence summary.	Initiate therapy with recommended starting dose	"['Avoid nortriptyline. Take an alternate therapy.', 'Take nortriptyline with a reduced dose.', 'Take nortriptyline with an increased dose.']"	Proceed taking nortriptyline as normal. There is no recommendation.	"For a patient who is a normal metabolizer with an activity score of 1.75 for CYP2D6, standard dosing of nortriptyline is generally recommended. This genotype typically suggests that the patient will metabolize the drug at a typical rate, which means they are likely to achieve the desired therapeutic effect with standard dosage guidelines. Regular monitoring and adjustments based on clinical response and side effects are still advisable."	-0.1463883	0.07331767	-0.04435858	tensor(-0.0607)	tensor(0.3873)	tensor(0.1265)	0.4433146248989060	0.6458470767674250	0.48023408111107800	0.4420535	0.54167914	0.4240283	0.4099763	0.71325594	0.3588726	0.44015577	0.5584106	0.36522415	0.4516518	0.6052521	0.55969626	1
nortriptyline	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = 2.75 for CYP2D6 with regards to taking nortriptyline? Give a 2-3 sentence summary.	"Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a tricyclic antidepressant is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Utilize therapeutic drug monitoring to guide dose adjustments."	"['Proceed taking nortriptyline as normal. There is no recommendation.', 'Take nortriptyline with a reduced dose.', 'Take nortriptyline with an increased dose.']"	Avoid nortriptyline. Take an alternate therapy.	"For an individual who is an ultrarapid metabolizer (activity score = 2.75) of CYP2D6, standard doses of nortriptyline may lead to subtherapeutic plasma concentrations and reduced therapeutic efficacy. Clinical guidance typically recommends considering an alternative medication not metabolized by CYP2D6 or adjusting the nortriptyline dosage under close therapeutic drug monitoring to achieve the desired effect."	0.24420747	0.22597961	0.2372875	tensor(-0.0569)	tensor(0.3605)	tensor(0.1208)	0.6615274377292390	0.6420855689497810	0.5309204208738220	0.7825639	0.61480683	0.5505053	0.74565756	0.6186368	0.5560613	0.63965327	0.51195794	0.49246567	0.63361883	0.5703521	0.555814	1
nortriptyline	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = ≥4.0 for CYP2D6 with regards to taking nortriptyline? Give a 2-3 sentence summary.	"Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a tricyclic antidepressant is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects. Utilize therapeutic drug monitoring to guide dose adjustments."	"['Proceed taking nortriptyline as normal. There is no recommendation.', 'Take nortriptyline with a reduced dose.', 'Take nortriptyline with an increased dose.']"	Avoid nortriptyline. Take an alternate therapy.	"For individuals who are ultrarapid metabolizers (activity score ≥4.0) for CYP2D6, the metabolism of nortriptyline is significantly increased, leading to lower plasma concentrations and potentially reduced therapeutic efficacy. Clinical guidelines recommend considering an alternative drug not metabolized by CYP2D6 or increasing the dose of nortriptyline while monitoring plasma levels to find an effective therapeutic dose. Close monitoring for both efficacy and adverse effects is advised."	0.2430154	0.24392124	0.24569665	tensor(-0.0498)	tensor(0.3750)	tensor(0.1307)	0.6671320356513470	0.6484657842310510	0.5309204208738220	0.74423593	0.63052565	0.5505053	0.7213364	0.6447424	0.5560613	0.6870794	0.508188	0.49246567	0.65330017	0.6271258	0.555814	1
ofloxacin	G6PD	What would be the clinical guidance for someone who is Deficient for G6PD with regards to taking ofloxacin? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status at standard doses	"['Avoid ofloxacin. Take an alternate therapy.', 'Take ofloxacin with a reduced dose.', 'Take ofloxacin with an increased dose.']"	Proceed taking ofloxacin as normal. There is no recommendation.	"In individuals with G6PD deficiency, the use of ofloxacin should be approached with caution due to the risk of hemolytic anemia. Given the potential severity, alternative antibiotics that do not pose a risk for triggering hemolysis in G6PD-deficient patients are usually recommended. It is important to consult with a healthcare provider for personalized medical advice and appropriate treatment options."	-0.021141635	0.1679407	0.06879953	tensor(-0.0506)	tensor(0.3233)	tensor(0.1117)	0.5995930730256310	0.5463481497883990	0.3131991277529830	0.65467197	0.63127583	0.397889	0.63341403	0.6861283	0.27511027	0.60395026	0.5577957	0.28796577	0.529078	0.55208236	0.357518	0
ofloxacin	G6PD	What would be the clinical guidance for someone who is Indeterminate for G6PD with regards to taking ofloxacin? Give a 2-3 sentence summary.	"To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype."	"['Avoid ofloxacin. Take an alternate therapy.', 'Take ofloxacin with a reduced dose.', 'Take ofloxacin with an increased dose.']"	Proceed taking ofloxacin as normal. There is no recommendation.	"For individuals who are indeterminate for glucose-6-phosphate dehydrogenase (G6PD) deficiency, caution is advised when considering the use of ofloxacin. While ofloxacin, a fluoroquinolone antibiotic, is not universally contraindicated, susceptibility to hemolytic anemia may still exist. It is recommended that clinical practitioners monitor for signs of hemolysis and consider alternative antibiotics if there is a significant concern."	0.01658265	0.19912603	0.10383879	tensor(-0.1166)	tensor(0.3621)	tensor(0.0802)	0.498651660271732	0.564184806291199	0.23731217617803600	0.52348113	0.6176939	0.24203877	0.5489839	0.63770676	0.17011733	0.4363734	0.52998006	0.1809522	0.42566624	0.5626605	0.42305574	0
ofloxacin	G6PD	What would be the clinical guidance for someone who is Deficient with CNSHA for G6PD with regards to taking ofloxacin? Give a 2-3 sentence summary.	"Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended"	"['Avoid ofloxacin. Take an alternate therapy.', 'Take ofloxacin with a reduced dose.', 'Take ofloxacin with an increased dose.']"	Proceed taking ofloxacin as normal. There is no recommendation.	"Individuals who are deficient in glucose-6-phosphate dehydrogenase (G6PD) and have chronic non-spherocytic hemolytic anemia (CNSHA) should avoid taking ofloxacin. G6PD deficiency increases the risk of hemolytic anemia when exposed to certain medications, including ofloxacin. Clinicians typically recommend alternative antibiotics to prevent hemolytic events in these patients."	-0.04483254	0.10559217	0.028425524	tensor(-0.1391)	tensor(0.3261)	tensor(0.0526)	0.4682527632274720	0.4781183316172950	0.4219714816114770	0.5703659	0.55570304	0.5038507	0.54905695	0.61004347	0.40975153	0.6051907	0.4981923	0.4176293	0.5665931	0.52393883	0.51761067	0
ofloxacin	G6PD	What would be the clinical guidance for someone who is Normal for G6PD with regards to taking ofloxacin? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status	"['Avoid ofloxacin. Take an alternate therapy.', 'Take ofloxacin with a reduced dose.', 'Take ofloxacin with an increased dose.']"	Proceed taking ofloxacin as normal. There is no recommendation.	"For an individual with normal glucose-6-phosphate dehydrogenase (G6PD) levels, ofloxacin can generally be prescribed without special precautions related to G6PD deficiency. There is no increased risk of hemolytic anemia associated with ofloxacin for patients who have normal G6PD enzyme activity. However, as with any medication, the patient should be monitored for any adverse reactions."	-0.025836213	0.21865246	0.08704663	tensor(-0.0682)	tensor(0.2437)	tensor(0.0707)	0.5828442951161410	0.5844699815056350	0.2504531598232550	0.5225724	0.62697744	0.2995282	0.46940523	0.5986802	0.18758342	0.38034734	0.4956148	0.06641618	0.47926	0.58853066	0.32797045	1
omeprazole	CYP2C19	What would be the clinical guidance for someone who is Ultrarapid Metabolizer for CYP2C19 with regards to taking omeprazole? Give a 2-3 sentence summary.	Increase starting daily dose by 100%. Daily dose may be given in divided doses. Monitor for efficacy.	"['Proceed taking omeprazole as normal. There is no recommendation.', 'Avoid omeprazole. Take an alternate therapy.']"	Take omeprazole with an altered dose.	"For individuals identified as CYP2C19 Ultrarapid Metabolizers, standard doses of omeprazole may be less effective due to increased drug metabolism, leading to lower plasma levels. Clinical guidance typically involves considering alternative proton pump inhibitors that are not significantly affected by CYP2C19 metabolism, such as esomeprazole or rabeprazole, or increasing the omeprazole dose while monitoring the patient's response and tolerability."	-0.11329043	0.16429451	0.011936128	tensor(-0.0117)	tensor(0.3500)	tensor(0.1468)	0.4058483945155400	0.6742486501371620	0.38031617462564200	0.4035782	0.5770162	0.47826907	0.42873964	0.56239027	0.531712	0.39970523	0.516172	0.49863356	0.3746996	0.66361	0.354102	0
omeprazole	CYP2C19	What would be the clinical guidance for someone who is Likely Poor Metabolizer for CYP2C19 with regards to taking omeprazole? Give a 2-3 sentence summary.	"Initiate standard starting daily dose. For chronic therapy (>12 weeks) and efficacy achieved, consider 50% reduction in daily dose and monitor for continued efficacy."	"['Proceed taking omeprazole as normal. There is no recommendation.', 'Avoid omeprazole. Take an alternate therapy.']"	Take omeprazole with an altered dose.	"For individuals identified as likely poor metabolizers of CYP2C19, the clinical guidance for taking omeprazole often includes maintaining the standard dose. Poor metabolizers have higher plasma concentrations of omeprazole, enhancing the drug's efficacy. Therefore, dose adjustments are generally not necessary and can result in improved therapeutic outcomes, such as increased gastric acid suppression."	0.010442958	0.15121044	0.07949468	tensor(-0.0230)	tensor(0.3819)	tensor(0.1510)	0.43368864969904800	0.6543457171267930	0.4134758955960720	0.49842888	0.611882	0.39692506	0.45465064	0.5550134	0.47483686	0.437404	0.52908003	0.45883602	0.51519376	0.71410406	0.3992009	0
omeprazole	CYP2C19	What would be the clinical guidance for someone who is Likely Intermediate Metabolizer for CYP2C19 with regards to taking omeprazole? Give a 2-3 sentence summary.	"Initiate standard starting daily dose. For chronic therapy (>12 weeks) and efficacy achieved, consider 50% reduction in daily dose and monitor for continued efficacy."	"['Proceed taking omeprazole as normal. There is no recommendation.', 'Avoid omeprazole. Take an alternate therapy.']"	Take omeprazole with an altered dose.	"For individuals identified as likely intermediate metabolizers for CYP2C19, the clinical guidance for taking omeprazole generally suggests standard dosing since intermediate metabolizers still exhibit therapeutic responses similar to extensive metabolizers. However, clinicians should monitor for efficacy and potential adverse effects, adjusting the dose if necessary to optimize treatment outcomes."	0.037712656	0.1839619	0.10920081	tensor(-0.0219)	tensor(0.3544)	tensor(0.1418)	0.4498694876044190	0.6268363727211240	0.4134758955960720	0.5203791	0.5507537	0.39692506	0.4226376	0.54534775	0.47483686	0.4147243	0.51365894	0.45883602	0.52232814	0.6609559	0.3992009	0
omeprazole	CYP2C19	What would be the clinical guidance for someone who is Indeterminate for CYP2C19 with regards to taking omeprazole? Give a 2-3 sentence summary.	No recommendation	"['Avoid omeprazole. Take an alternate therapy.', 'Take omeprazole with a reduced dose.', 'Take omeprazole with an increased dose.']"	Proceed taking omeprazole as normal. There is no recommendation.	"Clinical guidance for a patient who is indeterminate for CYP2C19 genotype when taking omeprazole typically follows the standard dosing recommendations. Since the indeterminate status means it is unclear whether the patient has a genetic variant that would alter drug metabolism, clinicians often default to typical dosing and adjust based on clinical response and tolerability. Close monitoring for efficacy and potential side effects is advisable to ensure optimal therapeutic outcomes."	-0.2326477	0.017574815	-0.11934612	tensor(-0.0695)	tensor(0.3470)	tensor(0.1075)	0.24993799403990500	0.5990435903864490	0.24972268204827400	0.13439006	0.5291578	0.21290499	0.06451958	0.55428714	0.106184766	-0.040413365	0.49307373	0.08981355	0.2426669	0.51047426	0.49077046	0
ondansetron	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = ≥6.0 for CYP2D6 with regards to taking ondansetron? Give a 2-3 sentence summary.	"Select alternative drug not predominantly metabolized by CYP2D6 (i.e., granisetron)."	"['Proceed taking ondansetron as normal. There is no recommendation.', 'Take ondansetron with a reduced dose.', 'Take ondansetron with an increased dose.']"	Avoid ondansetron. Take an alternate therapy.	"For an individual identified as an Ultrarapid Metabolizer (UM) with an activity score of ≥6.0 for the CYP2D6 enzyme, clinical guidance suggests that ondansetron may be less effective due to rapid metabolism leading to lower drug concentrations. Alternative antiemetics that are not primarily metabolized by CYP2D6, such as granisetron or palonosetron, may be preferred to achieve optimal therapeutic outcomes."	0.15474635	0.50359154	0.3105422	tensor(-0.0769)	tensor(0.3930)	tensor(0.1180)	0.6393102550564470	0.6274938184630690	0.4930524198583800	0.6390288	0.624206	0.569965	0.7763458	0.5917567	0.42662913	0.7285033	0.5363531	0.5408177	0.7135132	0.59549123	0.5406571	1
ondansetron	CYP2D6	What would be the clinical guidance for someone who is Normal Metabolizer and activity score = 1.75 for CYP2D6 with regards to taking ondansetron? Give a 2-3 sentence summary.	Initiate therapy with recommended starting dose.	"['Avoid ondansetron. Take an alternate therapy.', 'Take ondansetron with a reduced dose.', 'Take ondansetron with an increased dose.']"	Proceed taking ondansetron as normal. There is no recommendation.	"For a patient who is a normal metabolizer with an activity score of 1.75 for CYP2D6, standard dosing of ondansetron is generally appropriate. CYP2D6 normal metabolizers typically do not require alterations in drug dosing, as they metabolize the drug at a rate that leads to the expected therapeutic effects and minimal risk of adverse reactions. It is always recommended to monitor the patient for efficacy and tolerability."	-0.09250055	0.20373946	0.04015242	tensor(0.0115)	tensor(0.3580)	tensor(0.1580)	0.40457959079263400	0.6211842412447950	0.5503771033069790	0.45249155	0.58760524	0.5308615	0.42522645	0.6421715	0.5381755	0.37855586	0.57114506	0.5120067	0.4763787	0.62572116	0.6186217	1
ondansetron	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = 2.75 for CYP2D6 with regards to taking ondansetron? Give a 2-3 sentence summary.	"Select alternative drug not predominantly metabolized by CYP2D6 (i.e., granisetron)."	"['Proceed taking ondansetron as normal. There is no recommendation.', 'Take ondansetron with a reduced dose.', 'Take ondansetron with an increased dose.']"	Avoid ondansetron. Take an alternate therapy.	"Individuals who are ultrarapid metabolizers (UM) with an activity score of 2.75 for the CYP2D6 enzyme may have significantly reduced therapeutic efficacy when taking ondansetron. This is because ondansetron is metabolized by CYP2D6, and ultrarapid metabolizers can clear the drug more quickly, leading to lower plasma concentrations and potentially diminished antiemetic effects. Clinical guidance may suggest considering alternative antiemetic medications not metabolized by CYP2D6, or careful monitoring and dose adjustments as appropriate."	0.053393323	0.29410666	0.16521315	tensor(-0.1066)	tensor(0.3908)	tensor(0.0967)	0.5270989585522910	0.5939073146366420	0.4930524198583800	0.5849253	0.567498	0.569965	0.7143234	0.55828744	0.42662913	0.7061975	0.53566843	0.5408177	0.5805261	0.5582017	0.5406571	0
ondansetron	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = ≥5.0 for CYP2D6 with regards to taking ondansetron? Give a 2-3 sentence summary.	"Select alternative drug not predominantly metabolized by CYP2D6 (i.e., granisetron)."	"['Proceed taking ondansetron as normal. There is no recommendation.', 'Take ondansetron with a reduced dose.', 'Take ondansetron with an increased dose.']"	Avoid ondansetron. Take an alternate therapy.	"For an individual who is an ultrarapid metabolizer with a CYP2D6 activity score ≥ 5.0, clinical guidance would suggest caution with ondansetron use. Due to their significantly increased enzyme activity, these patients may experience reduced efficacy of ondansetron for managing nausea and vomiting, as the drug can be metabolized too quickly. Alternative antiemetic medications not primarily metabolized by CYP2D6 may be considered to achieve the desired therapeutic effect."	0.08792502	0.34673578	0.20736067	tensor(-0.0606)	tensor(0.3684)	tensor(0.1206)	0.5523918157671960	0.6216200800352040	0.4930524198583800	0.51834804	0.57635	0.569965	0.6835692	0.5510318	0.42662913	0.68666583	0.5973154	0.5408177	0.59711933	0.6043638	0.5406571	1
oxcarbazepine	HLA-B	What would be the clinical guidance for someone who is HLA-B*15:02 positive for HLA-B with regards to taking oxcarbazepine? Give a 2-3 sentence summary.	"If patient is oxcarbazepine-naïve, do not use oxcarbazepine."	"['Proceed taking oxcarbazepine as normal. There is no recommendation.', 'Take oxcarbazepine with a reduced dose.', 'Take oxcarbazepine with an increased dose.']"	Avoid oxcarbazepine. Take an alternate therapy.	"For individuals who test positive for the HLA-B*15:02 allele, oxcarbazepine should generally be avoided due to the significantly increased risk of developing serious cutaneous adverse reactions, such as Stevens-Johnson syndrome (SJS) and toxic epidermal necrolysis (TEN). Alternative therapies that do not carry this risk should be considered in these patients."	-0.07356051	0.34765202	0.10504855	tensor(-0.1205)	tensor(0.3576)	tensor(0.0674)	0.619643032253457	0.6560627982470850	0.7048617397194840	0.63898975	0.588337	0.685753	0.6924126	0.59799635	0.7577337	0.64443344	0.5722463	0.7757302	0.64187205	0.66346246	0.6866951	1
oxcarbazepine	HLA-B	What would be the clinical guidance for someone who is HLA-B*15:02 positive for HLA-B with regards to taking oxcarbazepine? Give a 2-3 sentence summary.	"The latency period for drug-induced SJS/TEN is short with continuous dosing and adherence to therapy (~4-28 days), and cases usually occur within three months of dosing; therefore, if the patient has previously used oxcarbazepine consistently for longer than three months without incidence of cutaneous adverse reactions, cautiously consider use of oxcarbazepine in the future."	"['Avoid oxcarbazepine. Take an alternate therapy.', 'Take oxcarbazepine with a reduced dose.', 'Take oxcarbazepine with an increased dose.']"	Proceed taking oxcarbazepine as normal. There is no recommendation.	"For individuals who are HLA-B*15:02 positive, using oxcarbazepine is contraindicated due to a significantly increased risk of developing severe cutaneous adverse reactions (SCARs), such as Stevens-Johnson syndrome (SJS) and toxic epidermal necrolysis (TEN). Clinical guidelines recommend avoiding oxcarbazepine in these patients and considering alternative medications that do not carry the same genetic risk."	0.0970757	0.10450836	0.1034295	tensor(-0.0994)	tensor(0.4513)	tensor(0.1210)	0.6609907322436860	0.5788792471178340	0.5472377564472070	0.5229991	0.6236669	0.57381165	0.6059651	0.6368202	0.5987657	0.5538508	0.51208824	0.55886954	0.5525617	0.5961446	0.54892606	0
oxcarbazepine	HLA-B	What would be the clinical guidance for someone who is HLA-B*15:02 negative for HLA-B with regards to taking oxcarbazepine? Give a 2-3 sentence summary.	Use oxcarbazepine per standard dosing guidelines.	"['Avoid oxcarbazepine. Take an alternate therapy.', 'Take oxcarbazepine with a reduced dose.', 'Take oxcarbazepine with an increased dose.']"	Proceed taking oxcarbazepine as normal. There is no recommendation.	"For individuals who are HLA-B*15:02 negative, the risk of developing serious adverse reactions such as Stevens-Johnson syndrome (SJS) or toxic epidermal necrolysis (TEN) when taking oxcarbazepine is significantly lower compared to those who are positive for this allele. Therefore, oxcarbazepine can be considered a suitable treatment option for them without additional specific genetic contraindications related to HLA-B*15:02. However, standard clinical monitoring for other potential side effects of oxcarbazepine should still be observed."	-0.12279613	0.30814803	0.057898223	tensor(-0.0978)	tensor(0.3579)	tensor(0.0919)	0.5768847806209490	0.6089339280491760	0.7788660104160570	0.45426324	0.6360584	0.78823286	0.4976787	0.5700779	0.89219457	0.4080912	0.45766586	0.8279687	0.5819047	0.5857657	0.80462366	1
oxcarbazepine	HLA-B	What would be the clinical guidance for someone who is HLA-B*15:02 negative for HLA-B with regards to taking oxcarbazepine? Give a 2-3 sentence summary.	Use oxcarbazepine per standard dosing guidelines.	"['Avoid oxcarbazepine. Take an alternate therapy.', 'Take oxcarbazepine with a reduced dose.', 'Take oxcarbazepine with an increased dose.']"	Proceed taking oxcarbazepine as normal. There is no recommendation.	"For individuals who test negative for the HLA-B*15:02 allele, there is no increased genetic risk for oxcarbazepine-induced Stevens-Johnson Syndrome (SJS) or toxic epidermal necrolysis (TEN), severe skin reactions associated with this medication. Therefore, they can generally take oxcarbazepine without additional precautions related to this specific genetic marker. However, clinical decisions should also consider other factors such as overall patient health, other medications, and individual risk factors."	-0.12279613	0.30814803	0.057898223	tensor(-0.0978)	tensor(0.3579)	tensor(0.0919)	0.5768847806209490	0.6089339280491760	0.7788660104160570	0.45426324	0.6360584	0.78823286	0.4976787	0.5700779	0.89219457	0.4080912	0.45766586	0.8279687	0.5819047	0.5857657	0.80462366	1
pantoprazole	CYP2C19	What would be the clinical guidance for someone who is Ultrarapid Metabolizer for CYP2C19 with regards to taking pantoprazole? Give a 2-3 sentence summary.	Increase starting daily dose by 100%. Daily dose may be given in divided doses. Monitor for efficacy.	"['Proceed taking pantoprazole as normal. There is no recommendation.', 'Avoid pantoprazole. Take an alternate therapy.']"	Take pantoprazole with an altered dose.	"For individuals identified as CYP2C19 Ultrarapid Metabolizers, clinical guidelines generally recommend considering an alternative proton pump inhibitor (PPI) that is not significantly metabolized by CYP2C19, such as rabeprazole. Ultrarapid metabolizers of CYP2C19 may process pantoprazole too quickly, potentially leading to reduced effectiveness in acid suppression and treatment efficacy."	-0.17060721	0.050348394	-0.06824664	tensor(-0.0663)	tensor(0.4058)	tensor(0.1299)	0.3258709863521810	0.5959496346563770	0.3810550288730290	0.36122102	0.5870376	0.5056187	0.33439216	0.54520196	0.5532805	0.3132492	0.48652834	0.47421473	0.31098714	0.6120773	0.37573257	0
pantoprazole	CYP2C19	What would be the clinical guidance for someone who is Likely Poor Metabolizer for CYP2C19 with regards to taking pantoprazole? Give a 2-3 sentence summary.	"Initiate standard starting daily dose. For chronic therapy (>12 weeks) and efficacy achieved, consider 50% reduction in daily dose and monitor for continued efficacy."	"['Proceed taking pantoprazole as normal. There is no recommendation.', 'Avoid pantoprazole. Take an alternate therapy.']"	Take pantoprazole with an altered dose.	"For individuals who are likely poor metabolizers for CYP2C19, standard dosing of pantoprazole is generally considered to be safe and effective, as pantoprazole is less dependent on CYP2C19 for its metabolism compared to other proton pump inhibitors (PPIs). However, monitoring for potential side effects or efficacy issues should still be considered, and dose adjustments or alternative therapies should be based on the clinical response of the patient."	-0.05922477	0.15108007	0.039462797	tensor(-0.0753)	tensor(0.3626)	tensor(0.1090)	0.35116623728965800	0.6340588252430490	0.4206355504109670	0.48526642	0.5448254	0.42378712	0.44483373	0.56668854	0.5355277	0.40308177	0.53227305	0.42420053	0.41953287	0.5830869	0.42951134	0
pantoprazole	CYP2C19	What would be the clinical guidance for someone who is Intermediate Metabolizer for CYP2C19 with regards to taking pantoprazole? Give a 2-3 sentence summary.	"Initiate standard starting daily dose. For chronic therapy (>12 weeks) and efficacy achieved, consider 50% reduction in daily dose and monitor for continued efficacy."	"['Proceed taking pantoprazole as normal. There is no recommendation.', 'Avoid pantoprazole. Take an alternate therapy.']"	Take pantoprazole with an altered dose.	"For an individual who is an intermediate metabolizer for CYP2C19, standard dosing of pantoprazole is generally considered appropriate. Intermediate metabolizers may have a slight reduction in the drug's clearance, but this typically does not necessitate dose adjustment. Always monitor the patient for efficacy and adverse effects, and adjust the dose if necessary based on clinical response."	0.04537874	0.23183225	0.13437803	tensor(-0.0202)	tensor(0.4200)	tensor(0.1663)	0.42353604801519900	0.7005738555048440	0.4206355504109670	0.52460927	0.5685353	0.42378712	0.47482508	0.55116487	0.5355277	0.4845732	0.5369837	0.42420053	0.480191	0.62557733	0.42951134	0
