drug	genes	question	answer	incorrect_recommendations	concurring_recommendation	llm_answer	bert_score_precision_llm_vs_ref	bert_score_recall_llm_vs_ref	bert_score_f1_llm_vs_ref	bert_score_precision_llm_vs_concurring	bert_score_recall_llm_vs_concurring	bert_score_f1_llm_vs_concurring	bert_score_precision_llm_vs_discordant	bert_score_recall_llm_vs_discordant	bert_score_f1_llm_vs_discordant	oai_embedding_llm_vs_ref	oai_embedding_llm_vs_concurring	oai_embedding_llm_vs_discordant	negation_mpnet_llm_vs_ref	negation_mpnet_llm_vs_concurring	negation_mpnet_llm_vs_discordant	base_mpnet_llm_vs_ref	base_mpnet_llm_vs_concurring	base_mpnet_llm_vs_discordant	roberta_llm_vs_ref	roberta_llm_vs_concurring	roberta_llm_vs_discordant	gte_llm_vs_ref	gte_llm_vs_concurring	gte_llm_vs_discordant	gpt4_llm_vs_ref
ofloxacin	G6PD	What would be the clinical guidance for someone who is Deficient for G6PD with regards to taking ofloxacin? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status at standard doses	['Avoid ofloxacin. Take an alternate therapy.', 'Take ofloxacin with a reduced dose.', 'Take ofloxacin with an increased dose.']	Proceed taking ofloxacin as normal. There is no recommendation.	Individuals who are deficient in the enzyme glucose-6-phosphate dehydrogenase (G6PD) may be at an increased risk of hemolytic anemia when taking ofloxacin due to oxidative stress on red blood cells. Thus, it is recommended to avoid ofloxacin in individuals with G6PD deficiency or use it with caution under close monitoring for signs of hemolysis. Alternative antibiotics that do not pose a similar risk should be considered in this population.	-0.12918642	0.12858044	-0.011793584	-0.16058582	0.102342464	-0.0415698	-0.10321343690156937	0.3936668634414673	0.0980081707239151	0.5477212979758149	0.5242691775505832	0.5727171608953695	0.56557894	0.5744513	0.5490726	0.54720986	0.6165299	0.6239915	0.5151846	0.53581166	0.57182884	0.46600682	0.5449848	0.6496734	0
ofloxacin	G6PD	What would be the clinical guidance for someone who is Indeterminate for G6PD with regards to taking ofloxacin? Give a 2-3 sentence summary.	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	['Avoid ofloxacin. Take an alternate therapy.', 'Take ofloxacin with a reduced dose.', 'Take ofloxacin with an increased dose.']	Proceed taking ofloxacin as normal. There is no recommendation.	Individuals who are indeterminate for G6PD may still have reduced enzyme activity and could be at risk of developing hemolytic anemia when taking medications like ofloxacin that are known to cause oxidative stress. It is recommended to consider alternative antibiotics or closely monitor for signs and symptoms of hemolysis if ofloxacin must be used in these individuals. Consultation with a healthcare provider or a pharmacist knowledgeable in pharmacogenomics is recommended to determine the most appropriate course of action.	0.02969502	0.24541992	0.13139558	-0.13467231	0.07462601	-0.0364098	-0.08963780105113983	0.298196017742157	0.07592813670635223	0.5893380969535008	0.4991245862666832	0.5403868095352508	0.5213542	0.5859096	0.5811799	0.6452293	0.6059316	0.6098917	0.6279613	0.50022006	0.53439397	0.5049802	0.53991395	0.6523158	0
ofloxacin	G6PD	What would be the clinical guidance for someone who is Deficient with CNSHA for G6PD with regards to taking ofloxacin? Give a 2-3 sentence summary.	Use drug cautiously; if used, close monitoring for acute exacerbation of chronic hemolysis is recommended	['Avoid ofloxacin. Take an alternate therapy.', 'Take ofloxacin with a reduced dose.', 'Take ofloxacin with an increased dose.']	Proceed taking ofloxacin as normal. There is no recommendation.	Individuals who are deficient in G6PD (glucose-6-phosphate dehydrogenase) and are taking ofloxacin should be cautious as this antibiotic has been associated with hemolytic anemia in patients with G6PD deficiency. Close monitoring for signs of hemolysis such as anemia, fatigue, and jaundice, as well as monitoring of blood counts, may be necessary. It is important to consult a healthcare provider before taking ofloxacin to ensure appropriate management and monitoring.	0.052970637	0.35070428	0.18765059	-0.15372102	0.025206493	-0.067940615	-0.12335110455751419	0.23010122776031494	0.0167649295181036	0.43810467395827857	0.522335533894663	0.5606318366384918	0.5627749	0.5410689	0.53093755	0.52296627	0.61206734	0.61165965	0.54522735	0.52322197	0.53575546	0.49656704	0.5172331	0.6163436	1
ofloxacin	G6PD	What would be the clinical guidance for someone who is Normal for G6PD with regards to taking ofloxacin? Give a 2-3 sentence summary.	No reason to avoid based on G6PD status	['Avoid ofloxacin. Take an alternate therapy.', 'Take ofloxacin with a reduced dose.', 'Take ofloxacin with an increased dose.']	Proceed taking ofloxacin as normal. There is no recommendation.	For individuals who are Normal for G6PD (Glucose-6-Phosphate Dehydrogenase enzyme), there is generally no contraindication for taking ofloxacin. Ofloxacin is not known to significantly impact G6PD enzyme activity or cause hemolysis in individuals with normal G6PD status. However, general caution is advised and monitoring for any signs of hemolysis is recommended, especially for prolonged or high-dose therapy.	-0.19413465	0.08626763	-0.06901673	-0.12339194	0.19897044	0.018247116	-0.15184074640274048	0.39369550347328186	0.05666782334446907	0.5641462819975446	0.6256413829930931	0.5540907488928135	0.57647824	0.68747073	0.5994488	0.4874849	0.6925529	0.6838622	0.31636518	0.60105574	0.61025095	0.47692037	0.577987	0.6413407	1
omeprazole	CYP2C19	What would be the clinical guidance for someone who is Ultrarapid Metabolizer for CYP2C19 with regards to taking omeprazole? Give a 2-3 sentence summary.	Increase starting daily dose by 100%. Daily dose may be given in divided doses. Monitor for efficacy.	['Proceed taking omeprazole as normal. There is no recommendation.', 'Avoid omeprazole. Take an alternate therapy.']	Take omeprazole with an altered dose.	Individuals who are Ultrarapid Metabolizers for CYP2C19 may metabolize omeprazole faster than normal, leading to potentially reduced effectiveness of the medication. In such cases, alternative medications or dose adjustments may be considered to achieve optimal therapeutic outcomes. Consulting with a healthcare provider or a pharmacogenomics specialist can help in personalized treatment decisions based on the individual's genetic profile.	-0.08455332	0.17167507	0.032682702	-0.10726688	0.47870815	0.120833345	-0.08300291746854782	0.3854251503944397	0.10982006043195724	0.3441038754257965	0.6210355268412449	0.5969761295627689	0.42852664	0.60017014	0.57931167	0.35502693	0.53245413	0.5982721	0.36161315	0.5033481	0.5521781	0.37806454	0.6944526	0.64982367	0
omeprazole	CYP2C19	What would be the clinical guidance for someone who is Likely Poor Metabolizer for CYP2C19 with regards to taking omeprazole? Give a 2-3 sentence summary.	Initiate standard starting daily dose. For chronic therapy (>12 weeks) and efficacy achieved, consider 50% reduction in daily dose and monitor for continued efficacy.	['Proceed taking omeprazole as normal. There is no recommendation.', 'Avoid omeprazole. Take an alternate therapy.']	Take omeprazole with an altered dose.	As a Likely Poor Metabolizer for CYP2C19, an individual may have reduced metabolism of omeprazole, potentially leading to higher drug concentrations and increased risk of side effects. Clinical guidance would typically involve starting omeprazole at a lower dose and closely monitoring for any signs of drug toxicity or adverse effects. Consulting with a healthcare provider or a pharmacist specializing in pharmacogenomics is recommended for personalized dosing recommendations.	0.017937284	0.17832923	0.0962486	-0.08811207	0.4934088	0.1396179	-0.10455286502838135	0.27835771441459656	0.05895857512950897	0.42177805793935197	0.6508339789175213	0.5872368638756577	0.4358586	0.6157222	0.6146966	0.41805023	0.58321965	0.66203034	0.40255502	0.50707334	0.5824737	0.4704695	0.6813158	0.6303513	0
omeprazole	CYP2C19	What would be the clinical guidance for someone who is Likely Intermediate Metabolizer for CYP2C19 with regards to taking omeprazole? Give a 2-3 sentence summary.	Initiate standard starting daily dose. For chronic therapy (>12 weeks) and efficacy achieved, consider 50% reduction in daily dose and monitor for continued efficacy.	['Proceed taking omeprazole as normal. There is no recommendation.', 'Avoid omeprazole. Take an alternate therapy.']	Take omeprazole with an altered dose.	As a Likely Intermediate Metabolizer for CYP2C19, individuals may have reduced enzymatic activity, leading to altered metabolism of omeprazole. Clinical guidance for these individuals may include starting with a lower dose of omeprazole than usual and monitoring for potential side effects or decreased efficacy. Close monitoring of drug response and potential dose adjustments may be necessary to optimize treatment outcomes.	0.06656058	0.2350982	0.14842364	-0.044970725	0.5235641	0.1808152	-0.07440035045146942	0.3129494786262512	0.09134521335363388	0.45571542871976806	0.6815799536656771	0.6145350966190369	0.4462293	0.65776116	0.63153386	0.35495555	0.60398865	0.6903948	0.36237013	0.5076586	0.5356661	0.48759645	0.68384	0.60105395	0
omeprazole	CYP2C19	What would be the clinical guidance for someone who is Indeterminate for CYP2C19 with regards to taking omeprazole? Give a 2-3 sentence summary.	No recommendation	['Avoid omeprazole. Take an alternate therapy.', 'Take omeprazole with a reduced dose.', 'Take omeprazole with an increased dose.']	Proceed taking omeprazole as normal. There is no recommendation.	Individuals who are classified as Indeterminate for CYP2C19 may have variable metabolism of omeprazole, which is primarily metabolized by CYP2C19. In such cases, it is recommended to consider alternatives that are not metabolized by CYP2C19 or to monitor closely for potential drug interactions or adverse effects when using omeprazole. Consulting with a healthcare provider or a pharmacist for personalized recommendations is advised.	-0.5499939	-0.25426328	-0.42918608	-0.17334554	0.10108687	-0.05015247	-0.11697914451360703	0.3569968342781067	0.07236327230930328	0.23219140048605302	0.5309343462703154	0.5790535202003236	0.18229817	0.56028986	0.56895804	0.1051422	0.57727176	0.61209476	-0.02236597	0.54997355	0.55210507	0.28035182	0.51135707	0.5095234	0
ondansetron	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = ≥6.0 for CYP2D6 with regards to taking ondansetron? Give a 2-3 sentence summary.	Select alternative drug not predominantly metabolized by CYP2D6 (i.e., granisetron).	['Proceed taking ondansetron as normal. There is no recommendation.', 'Take ondansetron with a reduced dose.', 'Take ondansetron with an increased dose.']	Avoid ondansetron. Take an alternate therapy.	Individuals who are Ultrarapid Metabolizers of CYP2D6 may metabolize ondansetron more quickly than normal, potentially leading to reduced efficacy of the medication. Clinical guidance for this population may involve monitoring for effectiveness of ondansetron and considering alternative antiemetic options that are not primarily metabolized by CYP2D6 to ensure adequate treatment efficacy. Close monitoring for therapeutic response and potential need for dose adjustments is recommended.	-0.017550977	0.2980468	0.12316588	-0.117271125	0.3001326	0.057669222	-0.1555379331111908	0.39293232560157776	0.059151530265808105	0.5564776536109394	0.6323776712522691	0.6246827987071351	0.582831	0.6210411	0.59817064	0.7345261	0.59614724	0.5518219	0.74202377	0.5942027	0.54067713	0.5990188	0.63423705	0.6033974	0
ondansetron	CYP2D6	What would be the clinical guidance for someone who is Normal Metabolizer and activity score = 1.75 for CYP2D6 with regards to taking ondansetron? Give a 2-3 sentence summary.	Initiate therapy with recommended starting dose.	['Avoid ondansetron. Take an alternate therapy.', 'Take ondansetron with a reduced dose.', 'Take ondansetron with an increased dose.']	Proceed taking ondansetron as normal. There is no recommendation.	Based on the CYP2D6 genotype of Normal Metabolizer and an activity score of 1.75, individuals are expected to have normal metabolism of drugs like ondansetron. Therefore, standard dosing of ondansetron should be effective and well-tolerated in this population. Monitoring for therapeutic efficacy and adverse drug reactions is recommended according to standard clinical guidelines.	-0.07663374	0.21171586	0.053043596	-0.07371299	0.17020153	0.03878216	-0.08821608126163483	0.39368635416030884	0.10878462344408035	0.40760884590934165	0.6181728885089978	0.5951560498786047	0.4058548	0.5370993	0.54464126	0.369544	0.6291928	0.61065656	0.3513104	0.59186107	0.61118466	0.4103415	0.5884609	0.5345273	1
ondansetron	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = 2.75 for CYP2D6 with regards to taking ondansetron? Give a 2-3 sentence summary.	Select alternative drug not predominantly metabolized by CYP2D6 (i.e., granisetron).	['Proceed taking ondansetron as normal. There is no recommendation.', 'Take ondansetron with a reduced dose.', 'Take ondansetron with an increased dose.']	Avoid ondansetron. Take an alternate therapy.	For someone who is an Ultrarapid Metabolizer of CYP2D6 with an activity score of 2.75, they may metabolize ondansetron more quickly, potentially leading to reduced efficacy of the drug. Monitoring for therapeutic response and potential increased risk of side effects is advised. Consideration of alternative antiemetic options or adjusting the dose of ondansetron may be necessary to achieve optimal treatment outcomes in this individual.	0.0039725048	0.33412716	0.1504391	-0.06723239	0.35574076	0.11094842	-0.06810087710618973	0.4496292173862457	0.1397194266319275	0.5143819852752531	0.6327621911955561	0.6511923766731249	0.51390976	0.5721052	0.5821261	0.752372	0.60094905	0.5750945	0.71082664	0.56181484	0.5274465	0.55794245	0.59684795	0.6191197	0
ondansetron	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = ≥5.0 for CYP2D6 with regards to taking ondansetron? Give a 2-3 sentence summary.	Select alternative drug not predominantly metabolized by CYP2D6 (i.e., granisetron).	['Proceed taking ondansetron as normal. There is no recommendation.', 'Take ondansetron with a reduced dose.', 'Take ondansetron with an increased dose.']	Avoid ondansetron. Take an alternate therapy.	Individuals who are Ultrarapid Metabolizers (UMs) with an activity score ≥5.0 for CYP2D6 may metabolize ondansetron (a medication commonly used for nausea and vomiting) at an accelerated rate. This may result in lower than expected drug levels and potentially reduced effectiveness. Monitoring for therapeutic response and adjusting the dose of ondansetron as needed may be considered in these individuals to ensure optimal treatment outcomes.	-0.031021243	0.3294486	0.12604582	-0.14020732	0.2619842	0.028985964	-0.11831184476613998	0.42265522480010986	0.09406255185604095	0.4881234708245089	0.5567973107539091	0.5815996340306436	0.4498111	0.5062573	0.5116457	0.61517733	0.50129795	0.49325147	0.67072946	0.56868875	0.5459315	0.5709417	0.5857681	0.59597707	0
oxcarbazepine	HLA-B	What would be the clinical guidance for someone who is HLA-B*15:02 positive for HLA-B with regards to taking oxcarbazepine? Give a 2-3 sentence summary.	If patient is oxcarbazepine-naïve, do not use oxcarbazepine.	['Proceed taking oxcarbazepine as normal. There is no recommendation.', 'Take oxcarbazepine with a reduced dose.', 'Take oxcarbazepine with an increased dose.']	Avoid oxcarbazepine. Take an alternate therapy.	Patients who are HLA-B*15:02 positive are at an increased risk of developing severe cutaneous adverse reactions (SCARs) such as Stevens-Johnson syndrome (SJS) and toxic epidermal necrolysis (TEN) when taking the antiepileptic drug oxcarbazepine. Thus, it is recommended to avoid the use of oxcarbazepine in individuals who are positive for HLA-B*15:02 to prevent the occurrence of these serious skin reactions. Genetic testing for HLA-B*15:02 prior to initiating oxcarbazepine therapy can help identify at-risk individuals and guide treatment decisions.	-0.039588217	0.34824553	0.1270836	-0.163288	0.245957	0.007599217	-0.19433662295341492	0.26021337509155273	-0.025540923699736595	0.6080040499312438	0.5877808279431574	0.5929975140160351	0.5769327	0.55716044	0.57017714	0.550695	0.4691134	0.47445935	0.5262743	0.4255376	0.3692184	0.570191	0.5472562	0.522689	1
oxcarbazepine	HLA-B	What would be the clinical guidance for someone who is HLA-B*15:02 positive for HLA-B with regards to taking oxcarbazepine? Give a 2-3 sentence summary.	The latency period for drug-induced SJS/TEN is short with continuous dosing and adherence to therapy (~4-28 days), and cases usually occur within three months of dosing; therefore, if the patient has previously used oxcarbazepine consistently for longer than three months without incidence of cutaneous adverse reactions, cautiously consider use of oxcarbazepine in the future.	['Avoid oxcarbazepine. Take an alternate therapy.', 'Take oxcarbazepine with a reduced dose.', 'Take oxcarbazepine with an increased dose.']	Proceed taking oxcarbazepine as normal. There is no recommendation.	Patients who are HLA-B*15:02 positive are at an increased risk of developing severe cutaneous adverse reactions (SCARs) such as Stevens-Johnson syndrome (SJS) and toxic epidermal necrolysis (TEN) when taking the antiepileptic drug oxcarbazepine. Thus, it is recommended to avoid the use of oxcarbazepine in individuals who are positive for HLA-B*15:02 to prevent the occurrence of these serious skin reactions. Genetic testing for HLA-B*15:02 prior to initiating oxcarbazepine therapy can help identify at-risk individuals and guide treatment decisions.	0.16930097	0.16086994	0.16842677	-0.1943365	0.005150741	-0.100392014	-0.16328805685043335	0.26021337509155273	0.007599216885864735	0.6528239858524546	0.5360491962076431	0.5929975140160351	0.5948282	0.57017714	0.55716044	0.5388074	0.47445935	0.4691134	0.45519626	0.3692184	0.4255376	0.49202752	0.522689	0.5472562	0
oxcarbazepine	HLA-B	What would be the clinical guidance for someone who is HLA-B*15:02 negative for HLA-B with regards to taking oxcarbazepine? Give a 2-3 sentence summary.	Use oxcarbazepine per standard dosing guidelines.	['Avoid oxcarbazepine. Take an alternate therapy.', 'Take oxcarbazepine with a reduced dose.', 'Take oxcarbazepine with an increased dose.']	Proceed taking oxcarbazepine as normal. There is no recommendation.	For individuals who are HLA-B*15:02 negative, there is a lower risk of developing serious skin reactions such as Stevens-Johnson syndrome (SJS) or toxic epidermal necrolysis (TEN) when taking oxcarbazepine. It is generally considered safe for these individuals to use oxcarbazepine without the need for HLA-B*15:02 screening or monitoring for these specific adverse events. However, as with any medication, patients should still be monitored for common side effects and dosage adjustments as needed.	-0.14249542	0.30823106	0.042610526	-0.15768439	0.11539543	-0.03479187	-0.1775416135787964	0.3819305896759033	0.03624265640974045	0.6104808898225581	0.618151008076311	0.6222532833779464	0.49341294	0.63120526	0.5535888	0.5314922	0.643267	0.6170706	0.45846725	0.5291996	0.53299105	0.5881369	0.5650788	0.54622495	1
oxcarbazepine	HLA-B	What would be the clinical guidance for someone who is HLA-B*15:02 negative for HLA-B with regards to taking oxcarbazepine? Give a 2-3 sentence summary.	Use oxcarbazepine per standard dosing guidelines.	['Avoid oxcarbazepine. Take an alternate therapy.', 'Take oxcarbazepine with a reduced dose.', 'Take oxcarbazepine with an increased dose.']	Proceed taking oxcarbazepine as normal. There is no recommendation.	For individuals who are HLA-B*15:02 negative, there is a lower risk of developing serious skin reactions such as Stevens-Johnson syndrome (SJS) or toxic epidermal necrolysis (TEN) when taking oxcarbazepine. It is generally considered safe for these individuals to use oxcarbazepine without the need for HLA-B*15:02 screening or monitoring for these specific adverse events. However, as with any medication, patients should still be monitored for common side effects and dosage adjustments as needed.	-0.14249542	0.30823117	0.04261065	-0.15768446	0.11539543	-0.03479187	-0.1775416135787964	0.3819305896759033	0.03624265640974045	0.6104808898225581	0.618151008076311	0.6222532833779464	0.49341294	0.63120526	0.5535888	0.5314922	0.643267	0.6170706	0.45846725	0.5291996	0.53299105	0.5881369	0.5650788	0.54622495	1
pantoprazole	CYP2C19	What would be the clinical guidance for someone who is Ultrarapid Metabolizer for CYP2C19 with regards to taking pantoprazole? Give a 2-3 sentence summary.	Increase starting daily dose by 100%. Daily dose may be given in divided doses. Monitor for efficacy.	['Proceed taking pantoprazole as normal. There is no recommendation.', 'Avoid pantoprazole. Take an alternate therapy.']	Take pantoprazole with an altered dose.	Individuals who are Ultrarapid Metabolizers for CYP2C19 may metabolize medications like pantoprazole too quickly, leading to decreased effectiveness. In this case, higher doses of pantoprazole may be needed to achieve the desired therapeutic effect. Close monitoring of symptoms and drug levels may be necessary to ensure optimal treatment outcomes. Consulting a healthcare provider or a pharmacogenomics expert for personalized recommendations is advisable.	-0.056269605	0.18851766	0.0567058	-0.11163655	0.42527774	0.101629816	-0.08569836616516113	0.2871377468109131	0.07471424341201782	0.3640446844966738	0.6590065345631368	0.633576107727618	0.5287779	0.6655223	0.6266516	0.41063535	0.5825804	0.64528453	0.41507083	0.5521765	0.5721575	0.38175577	0.64549965	0.5984744	1
pantoprazole	CYP2C19	What would be the clinical guidance for someone who is Likely Poor Metabolizer for CYP2C19 with regards to taking pantoprazole? Give a 2-3 sentence summary.	Initiate standard starting daily dose. For chronic therapy (>12 weeks) and efficacy achieved, consider 50% reduction in daily dose and monitor for continued efficacy.	['Proceed taking pantoprazole as normal. There is no recommendation.', 'Avoid pantoprazole. Take an alternate therapy.']	Take pantoprazole with an altered dose.	As a Likely Poor Metabolizer for CYP2C19, individuals may have reduced metabolism of pantoprazole, potentially leading to higher drug concentrations and increased risk of adverse effects. Clinical guidance may include starting with a lower dose of pantoprazole and monitoring for potential side effects closely to optimize therapy in these individuals. Consulting with a healthcare provider or a pharmacist experienced in pharmacogenomics can help in individualizing the treatment plan.	0.043392308	0.1834359	0.11282856	-0.06837614	0.47118196	0.14753027	-0.05927751585841179	0.32825976610183716	0.10686834901571274	0.405826020415252	0.6907582232370548	0.6512658088542753	0.44637507	0.6340777	0.63861305	0.37924957	0.5789052	0.6606243	0.3700836	0.52624166	0.5740823	0.44021097	0.6932712	0.6668349	0
pantoprazole	CYP2C19	What would be the clinical guidance for someone who is Intermediate Metabolizer for CYP2C19 with regards to taking pantoprazole? Give a 2-3 sentence summary.	Initiate standard starting daily dose. For chronic therapy (>12 weeks) and efficacy achieved, consider 50% reduction in daily dose and monitor for continued efficacy.	['Proceed taking pantoprazole as normal. There is no recommendation.', 'Avoid pantoprazole. Take an alternate therapy.']	Take pantoprazole with an altered dose.	As an Intermediate Metabolizer for CYP2C19, individuals may have reduced metabolism of pantoprazole, potentially leading to higher drug levels and increased risk of side effects. Clinical guidance would involve starting with a lower dose of pantoprazole and closely monitoring for adverse effects or altered drug response. Adjustments to the dosing regimen may be necessary based on individual patient response and tolerability. Consulting with a healthcare provider or a pharmacist specializing in pharmacogenomics is recommended for personalized dosing recommendations.	0.02684158	0.20193037	0.11147308	-0.09363239	0.50115085	0.13773113	-0.11189047247171402	0.284737765789032	0.056164298206567764	0.43304284541800103	0.7234492838494045	0.6677197533578108	0.48535937	0.67772216	0.6366823	0.39999998	0.61471134	0.6803624	0.39040735	0.581488	0.59676665	0.5210399	0.7449999	0.6458888	0
pantoprazole	CYP2C19	What would be the clinical guidance for someone who is Indeterminate for CYP2C19 with regards to taking pantoprazole? Give a 2-3 sentence summary.	No recommendation	['Avoid pantoprazole. Take an alternate therapy.', 'Take pantoprazole with a reduced dose.', 'Take pantoprazole with an increased dose.']	Proceed taking pantoprazole as normal. There is no recommendation.	Individuals who are indeterminate for CYP2C19 may have varying enzyme activity levels, potentially impacting how their body metabolizes medications like pantoprazole. Clinical guidance for these individuals often involves monitoring for potential changes in drug efficacy or adverse effects, considering dose adjustments based on response, and discussing alternative treatment options with their healthcare provider if needed. Personalized recommendations should be made in consultation with a healthcare provider or a pharmacogenomics expert.	-0.5203977	-0.19213778	-0.38849723	-0.15282625	0.10210946	-0.03677408	-0.132423996925354	0.4080820679664612	0.05299615487456322	0.24395981830448746	0.5851508229652878	0.6039010293903342	0.07061498	0.46768263	0.50851876	0.059809055	0.517956	0.5164308	-0.036986545	0.49832267	0.49869597	0.24861026	0.5809621	0.619106	0
paromomycin	MT-RNR1	What would be the clinical guidance for someone who is increased risk of aminoglycoside-induced hearing loss for MT-RNR1 with regards to taking paromomycin? Give a 2-3 sentence summary.	Avoid aminoglycoside anitbiotics unless the high risk of permanent hearing loss is outweighed by the severity of infection and lack of safe or effective alternative therapies.	['Proceed taking paromomycin as normal. There is no recommendation.', 'Take paromomycin with a reduced dose.', 'Take paromomycin with an increased dose.']	Avoid paromomycin. Take an alternate therapy.	Individuals with a genetic variation in the MT-RNR1 gene that puts them at an increased risk of aminoglycoside-induced hearing loss may also be at risk for similar adverse effects with paromomycin, another aminoglycoside antibiotic. Clinical guidance would likely recommend closely monitoring such individuals for any signs of hearing loss or vestibular toxicity when taking paromomycin. Additionally, it may be advisable to consider alternative treatment options or adjust the dosage based on the individual's genotype and risk factors.	0.020690659	0.17998825	0.098530866	-0.121065155	0.35729426	0.07363603	-0.16366560757160187	0.3164925277233124	0.029980232939124107	0.6483962309711075	0.5797938117093102	0.5810478922909758	0.62873876	0.46165487	0.42293698	0.7047761	0.571963	0.5488077	0.7342535	0.4928876	0.47842658	0.59967345	0.64578974	0.61557573	0
paromomycin	MT-RNR1	What would be the clinical guidance for someone who is normal risk of aminoglycoside-induced hearing loss for MT-RNR1 with regards to taking paromomycin? Give a 2-3 sentence summary.	Use aminoglycoside antibiotics at standard doses for the shortest feasible course with therapeutic dose monitoring. Evaluate regularly for hearing loss in line with local guidance.	['Avoid paromomycin. Take an alternate therapy.', 'Take paromomycin with a reduced dose.', 'Take paromomycin with an increased dose.']	Proceed taking paromomycin as normal. There is no recommendation.	For someone with normal risk of aminoglycoside-induced hearing loss due to the MT-RNR1 variant, the recommended dosage and monitoring for paromomycin would typically follow standard guidelines for aminoglycoside antibiotics. It is important to monitor for signs of ototoxicity such as hearing loss and balance disturbances, especially with prolonged use or high doses of paromomycin. Consultation with a healthcare provider experienced in pharmacogenomics may provide further personalized recommendations based on individual factors.	0.09854235	0.31772134	0.20192567	-0.11801752	0.1364581	-0.0017819421	-0.11413150280714035	0.346277117729187	0.07505959272384644	0.6427864254634749	0.6407412239791779	0.6293063393542422	0.67113084	0.5788453	0.53594756	0.69686145	0.6656731	0.6192962	0.74337727	0.5024629	0.4688289	0.66484183	0.59234166	0.62233704	1
paromomycin	MT-RNR1	What would be the clinical guidance for someone who is uncertain risk of aminoglycoside-induced hearing loss for MT-RNR1 with regards to taking paromomycin? Give a 2-3 sentence summary.	Use aminoglycoside antibiotics at standard doses for the shortest feasible course with therapeutic dose monitoring. Evaluate regularly for hearing loss in line with local guidance.	['Avoid paromomycin. Take an alternate therapy.', 'Take paromomycin with a reduced dose.', 'Take paromomycin with an increased dose.']	Proceed taking paromomycin as normal. There is no recommendation.	Individuals with variations in the MT-RNR1 gene may be at increased risk of aminoglycoside-induced hearing loss due to mitochondrial dysfunction. Therefore, for someone with uncertain risk status for this gene and considering paromomycin therapy, it is advisable to assess the potential benefits of the medication against the risk of adverse effects, including hearing loss, and consider alternative treatment options if possible. Close monitoring for hearing changes may also be recommended during paromomycin therapy for these individuals.	0.06418833	0.2526624	0.15457964	-0.13540754	0.03209439	-0.054322135	-0.07285203784704208	0.357384592294693	0.10763438791036606	0.5596905789166782	0.5093441540668735	0.5387414397464327	0.48462301	0.4218017	0.46783105	0.59389204	0.5170589	0.5381687	0.62563485	0.43320578	0.4500431	0.5841472	0.5106764	0.57967436	0
paroxetine	CYP2D6	What would be the clinical guidance for someone who is Ultrarapid Metabolizer and activity score = ≥6.0 for CYP2D6 with regards to taking paroxetine? Give a 2-3 sentence summary.	Select alternative drug not predominantly metabolized by CYP2D6.	['Proceed taking paroxetine as normal. There is no recommendation.', 'Take paroxetine with a reduced dose.', 'Take paroxetine with an increased dose.']	Avoid paroxetine. Take an alternate therapy.	For an individual who is an Ultrarapid Metabolizer with a CYP2D6 activity score of ≥6.0, paroxetine may be metabolized at a faster rate than usual, leading to potentially reduced efficacy or therapeutic response. Monitoring for signs of toxicity or inadequate response is recommended, and consideration of alternative medications with different metabolic pathways or dose adjustments may be necessary to optimize treatment outcomes. Consulting with a healthcare provider or a pharmacist specializing in pharmacogenomics is advised for personalized recommendations.	-0.034260247	0.46239018	0.16933072	-0.11889396	0.3384746	0.06915432	-0.13466034829616547	0.4459425210952759	0.08830635994672775	0.501521888076849	0.6031974930905479	0.626625350647056	0.45806438	0.51918197	0.50094897	0.60068077	0.6053984	0.6179079	0.5659022	0.59659505	0.5639347	0.52876955	0.66025203	0.6592547	0
paroxetine	CYP2D6	What would be the clinical guidance for someone who is Normal Metabolizer and activity score = 1.75 for CYP2D6 with regards to taking paroxetine? Give a 2-3 sentence summary.	Initiate therapy with recommended starting dose	['Avoid paroxetine. Take an alternate therapy.', 'Take paroxetine with a reduced dose.', 'Take paroxetine with an increased dose.']	Proceed taking paroxetine as normal. There is no recommendation.	For a Normal Metabolizer with a CYP2D6 activity score of 1.75, they are likely to have normal metabolism of paroxetine. The clinical guidance would be to follow standard dosing recommendations for paroxetine, as no dose adjustments are typically needed based on the CYP2D6 genotype in this scenario. It is still important to monitor for signs of efficacy and side effects during therapy.	-0.1286486	0.24025683	0.029442172	-0.085204475	0.26414478	0.06686812	-0.13220369815826416	0.34774115681648254	0.06258846074342728	0.4266620510278982	0.6256065284170559	0.5703830241677385	0.33743265	0.5649109	0.45429322	0.34244135	0.5678072	0.5279876	0.37130225	0.5377859	0.48698342	0.37173307	0.60901177	0.58108306	1
